trial_id,condition,stimulus,sentence_extraction,comprehension_probe,probe_clause,response,accuracy,rt,participant_id,handedness,gender,first_language,age,country_of_residence
12,congruent,"['The', 'priest', 'that', 'paid', 'the', 'cook', 'signed the', 'check', 'at the', 'bank']",subject,The cook paid the priest?,relative_clause,n,1,2.542813779989956,011,right,female,english,29,Australia
13,incongruent,"['The', 'bug', 'that', 'attacked', 'the', 'ant', 'was as', 'big', 'as a', 'coin']",subject,The ant was as big as a coin?,main_clause,n,1,1.891187417000765,011,right,female,english,29,Australia
14,other,"['The', 'hat', 'that was', 'worn', 'by the', 'boy', 'with a', 'jacket', 'was too', 'small', 'for the', 'man']",assorted,The hat was too small?,other,n,0,2.5420970839913934,011,right,female,english,29,Australia
15,congruent,"['The', 'prince', 'that the', 'girl', 'helped', 'had', 'a', 'head', 'of', 'blonde', 'hair']",object,The girl helped the prince?,relative_clause,y,1,3.6457647730130702,011,right,female,english,29,Australia
16,congruent,"['The', 'dean', 'that the', 'guard', 'heard', 'made', 'a', 'call', 'about', 'the', 'matter']",object,The dean made a call?,main_clause,y,1,2.242023290018551,011,right,female,english,29,Australia
17,incongruent,"['The', 'nurse', 'that', 'blamed', 'the', 'coach', 'checked the', 'file', 'of the', 'gymnast']",subject,The nurse blamed the coach?,relative_clause,y,1,2.0581665089994203,011,right,female,english,29,Australia
18,incongruent,"['The', 'girl', 'that the', 'nerd', 'thanked', 'broke', 'the', 'vase', 'with', 'the', 'flowers']",object,The nerd broke the vase?,main_clause,y,0,1.2726129810034763,011,right,female,english,29,Australia
19,incongruent,"['The', 'fox', 'that the', 'wolf', 'chased', 'hurt', 'its', 'paws', 'on', 'the', 'way']",object,The fox hurt its paws?,main_clause,y,1,1.0396540999936406,011,right,female,english,29,Australia
20,congruent,"['The', 'priest', 'that', 'thanked', 'the', 'nun', 'left the', 'church', 'in a', 'hurry']",subject,The nun thanked the priest?,relative_clause,n,1,1.205984467989765,011,right,female,english,29,Australia
21,other,"['The', 'dessert', 'was', 'served', 'with', 'custard', 'and', 'fruit', 'then', 'there', 'was', 'coffee']",assorted,The coffee was before dessert?,other,n,1,1.4396812380000483,011,right,female,english,29,Australia
22,other,"['The', 'girl', 'on', 'the', 'school', 'trip', 'saw a', 'frog', 'and', 'later', 'she', 'saw', 'a', 'mouse']",assorted,The girl saw a mouse first?,other,n,1,1.173340552020818,011,right,female,english,29,Australia
23,other,"['The', 'man', 'who was', 'short', 'gave his', 'wife', 'some red', 'candles', 'for her', 'birthday']",assorted,The man was short?,other,y,1,0.8698219679936301,011,right,female,english,29,Australia
24,other,"['The', 'boss', 'was', 'happy', 'to', 'see', 'the', 'work', 'that', 'the', 'two', 'girls', 'had', 'done']",assorted,The girls were happy?,other,n,1,1.52126217802288,011,right,female,english,29,Australia
25,other,"['The', 'piano', 'was well', 'played', 'by', 'the', 'old', 'lady', 'but', 'it', 'was', 'not', 'in', 'tune']",assorted,The piano was well played?,other,y,1,1.7077588789979927,011,right,female,english,29,Australia
26,congruent,"['The', 'dad', 'that the', 'chef', 'knew', 'had', 'a', 'son', 'with', 'a', 'limp']",object,The dad had a son with a limp?,main_clause,n,0,1.6915646709967405,011,right,female,english,29,Australia
27,congruent,"['The', 'fruit', 'that the', 'cake', 'squashed', 'made', 'a', 'mess', 'in', 'the', 'bag']",object,The cake made a mess?,main_clause,n,1,2.0255656259832904,011,right,female,english,29,Australia
28,incongruent,"['The', 'truck', 'that the', 'car', 'bumped', 'had', 'a', 'man', 'at', 'the', 'wheel']",object,The car bumped the truck?,relative_clause,y,1,1.2067888769961428,011,right,female,english,29,Australia
29,congruent,"['The', 'boat', 'that', 'chased', 'the', 'yacht', 'made a', 'turn', 'at the', 'boathouse']",subject,The yacht chased the boat?,relative_clause,y,0,0.8554288849991281,011,right,female,english,29,Australia
30,incongruent,"['The', 'man', 'that the', 'nurse', 'phoned', 'left', 'his', 'pills', 'at', 'the', 'office']",object,The man phoned the nurse?,relative_clause,y,0,1.3573925450036768,011,right,female,english,29,Australia
31,incongruent,"['The', 'thief', 'that', 'saw', 'the', 'guard', 'had a', 'gun', 'in his', 'holster']",subject,The guard saw the thief?,relative_clause,n,1,1.20607871102402,011,right,female,english,29,Australia
32,incongruent,"['The', 'clerk', 'that', 'liked', 'the', 'boss', 'had a', 'desk', 'by the', 'window']",subject,The boss liked the clerk?,relative_clause,n,1,1.4238428710086737,011,right,female,english,29,Australia
33,other,"['The', 'cup', 'was', 'made', 'from green', 'plastic', 'and was', 'filled', 'with', 'juice']",assorted,The cup was made from plastic?,other,y,1,1.5403638209972996,011,right,female,english,29,Australia
34,congruent,"['The', 'groom', 'that', 'charmed', 'the', 'aunt', 'raised a', 'toast', 'to the', 'parents']",subject,The groom charmed the aunt?,relative_clause,y,1,1.106388141983189,011,right,female,english,29,Australia
35,other,"['The', 'cat', 'chased the', 'bird', 'but', 'it', 'flew', 'away', 'into the', 'sunset']",assorted,The cat caught the bird?,other,n,1,1.2895907310012262,011,right,female,english,29,Australia
36,incongruent,"['The', 'owl', 'that', 'scared', 'the', 'bat', 'made a', 'loop', 'in the', 'air']",subject,The owl scared the bat?,relative_clause,y,1,1.1223438000015449,011,right,female,english,29,Australia
37,incongruent,"['The', 'cop', 'that', 'met', 'the', 'spy', 'wrote a', 'book', 'about the', 'case']",subject,The spy met the cop?,relative_clause,y,0,1.8383963289961684,011,right,female,english,29,Australia
38,other,"['The', 'box', 'was', 'made', 'from', 'wood', 'and was', 'full', 'of', 'things', 'that', 'shined']",assorted,The box was shiny?,other,n,1,0.8552814540162217,011,right,female,english,29,Australia
39,incongruent,"['The', 'tradie', 'that', 'thanked', 'the', 'man', 'left his', 'wallet', 'in the', 'car']",subject,The tradie left his wallet?,main_clause,y,1,4.415187122009229,011,right,female,english,29,Australia
40,incongruent,"['The', 'crook', 'that', 'warned', 'the', 'thief', 'fled the', 'town', 'the next', 'morning']",subject,The thief fled the town?,main_clause,n,1,2.978430524992291,011,right,female,english,29,Australia
41,incongruent,"['The', 'rod', 'that the', 'pipe', 'bent', 'had', 'a', 'hole', 'in', 'the', 'middle']",object,The rod had a hole?,main_clause,n,0,1.9745467949833255,011,right,female,english,29,Australia
42,other,"['The', 'boy', 'who', 'had', 'a', 'birthday', 'called', 'his', 'best', 'friend', 'for a', 'chat']",assorted,The friend called the boy?,other,n,1,3.1118436099786777,011,right,female,english,29,Australia
43,congruent,"['The', 'scout', 'that the', 'coach', 'punched', 'had', 'a', 'fight', 'with', 'a', 'manager']",object,The coach punched the scout?,relative_clause,y,1,1.5379529779893346,011,right,female,english,29,Australia
44,incongruent,"['The', 'boy', 'that', 'helped', 'the', 'girl', 'got an', 'A', 'on the', 'test']",subject,The boy got an A?,main_clause,y,1,2.0757318249961827,011,right,female,english,29,Australia
45,incongruent,"['The', 'cat', 'that the', 'dog', 'fought', 'licked', 'its', 'wounds', 'in', 'the', 'corner']",object,The cat fought the dog?,relative_clause,y,0,1.256330729986075,011,right,female,english,29,Australia
46,incongruent,"['The', 'bum', 'that the', 'cop', 'scared', 'crossed', 'the', 'street', 'at', 'the', 'light']",object,The cop crossed the street?,main_clause,n,1,1.0719651769904883,011,right,female,english,29,Australia
47,other,"['The', 'ring', 'that', 'was', 'sadly', 'lost', 'was', 'found', 'by the', 'fat', 'and', 'very', 'happy', 'priest']",assorted,The priest was sad?,other,n,1,1.2060721469752025,011,right,female,english,29,Australia
48,other,"['The', 'girl', 'and the', 'boy', 'that', 'owned', 'the', 'horse', 'had', 'mud', 'on their', 'clothes']",assorted,The horse was muddy?,other,n,1,1.0061621259956155,011,right,female,english,29,Australia
49,congruent,"['The', 'chief', 'that', 'thanked', 'the', 'girl', 'was too', 'late', 'for the', 'bus']",subject,The chief thanked the girl?,relative_clause,y,1,1.1734227190027011,011,right,female,english,29,Australia
50,incongruent,"['The', 'car', 'that', 'pulled', 'the', 'truck', 'had a', 'scratch', 'on the', 'door']",subject,The car had a scratch?,main_clause,y,1,0.7391970150056295,011,right,female,english,29,Australia
51,congruent,"['The', 'cook', 'that', 'hugged', 'the', 'maid', 'had a', 'tear', 'on her', 'cheek']",subject,The cook had a tear on her cheek?,main_clause,y,1,1.069827194995014,011,right,female,english,29,Australia
52,other,"['The', 'wine', 'that was', 'fancy', 'was', 'kept', 'in the', 'cellar', 'for', 'nearly', 'ten', 'years', 'and five', 'months']",assorted,The wine was fancy?,other,y,1,0.9553533459838944,011,right,female,english,29,Australia
53,congruent,"['The', 'knight', 'that the', 'king', 'helped', 'sent', 'a', 'gift', 'from', 'his', 'castle']",object,The king helped the knight?,relative_clause,y,1,0.9361732610268518,011,right,female,english,29,Australia
54,congruent,"['The', 'maid', 'that', 'loved', 'the', 'chef', 'quit the', 'job', 'at the', 'house']",subject,The chef quit the job?,main_clause,n,1,1.2222726760082878,011,right,female,english,29,Australia
55,congruent,"['The', 'sailor', 'that the', 'banker', 'pushed', 'hurt', 'his', 'foot', 'in', 'the', 'brawl']",object,The sailor pushed the banker?,relative_clause,y,0,1.623755591979716,011,right,female,english,29,Australia
56,other,"['The', 'job', 'that was', 'given', 'was', 'different', 'to', 'what', 'she', 'expected']",assorted,The job was unexpected?,other,y,1,2.3429033560096286,011,right,female,english,29,Australia
57,other,"['The', 'dog', 'that', 'barked', 'is very', 'big', 'and very', 'friendly', 'but', 'doesn’t', 'like', 'cats']",assorted,The dog is very fluffy?,other,n,1,1.0888898240227718,011,right,female,english,29,Australia
58,congruent,"['The', 'friend', 'that', 'teased', 'the', 'bride', 'told a', 'joke', 'about the', 'past']",subject,The bride told a joke?,main_clause,y,0,1.6734691429883242,011,right,female,english,29,Australia
59,other,"['The', 'apples', 'that', 'the', 'couple', 'bought', 'at the', 'market', 'were', 'red']",assorted,The couple bought green apples?,other,n,1,1.3554689919983502,011,right,female,english,29,Australia
60,congruent,"['The', 'guest', 'that', 'kissed', 'the', 'host', 'brought a', 'cake', 'to the', 'party']",subject,The guest kissed the host?,relative_clause,y,1,2.0593795390159357,011,right,female,english,29,Australia
61,incongruent,"['The', 'king', 'that the', 'guest', 'pleased', 'poured', 'the', 'wine', 'from', 'the', 'jug']",object,The guest pleased the king?,relative_clause,y,1,1.473756378982216,011,right,female,english,29,Australia
62,incongruent,"['The', 'shelf', 'that the', 'piano', 'bumped', 'had', 'some', 'dust', 'on', 'its', 'top']",object,The shelf bumped the piano?,relative_clause,n,1,3.3280816359911114,011,right,female,english,29,Australia
63,other,"['The', 'book', 'that the', 'lady', 'with a', 'tattoo', 'had', 'written', 'was her', 'best', 'book', 'yet']",assorted,The lady wrote a book?,other,y,1,0.8040105609979946,011,right,female,english,29,Australia
64,other,"['The', 'car', 'that was', 'new', 'had', 'just', 'been', 'cleaned', 'by', 'the', 'old', 'lady']",assorted,The car was new?,other,y,1,0.805007128015859,011,right,female,english,29,Australia
65,congruent,"['The', 'hat', 'that the', 'skirt', 'matched', 'had', 'a', 'bow', 'in', 'the', 'back']",object,The skirt had a bow?,main_clause,n,1,0.7882040340045933,011,right,female,english,29,Australia
66,other,"['The', 'concert', 'started', 'later', 'than', 'what', 'the', 'lady', 'told the', 'traveler']",assorted,The concert started later than the travellers expected?,other,y,1,4.14746633998584,011,right,female,english,29,Australia
67,incongruent,"['The', 'desk', 'that', 'scratched', 'the', 'bed', 'was too', 'old', 'to be', 'moved']",subject,The bed was too old?,main_clause,n,1,1.205728981003631,011,right,female,english,29,Australia
68,incongruent,"['The', 'thug', 'that the', 'man', 'saw', 'had', 'a', 'hat', 'on', 'his', 'head']",object,The man had a hat on his head?,main_clause,n,1,0.8894803030125331,011,right,female,english,29,Australia
69,congruent,"['The', 'nun', 'that the', 'monk', 'blessed', 'lit', 'a', 'candle', 'on', 'the', 'table']",object,The nun blessed the monk?,relative_clause,n,1,3.010263719013892,011,right,female,english,29,Australia
70,other,"['The', 'fish', 'was', 'caught', 'by the', 'girl', 'on the', 'boat', 'on a', 'Friday']",assorted,The fish was caught by the boy?,other,n,1,1.021934357995633,011,right,female,english,29,Australia
71,congruent,"['The', 'guy', 'that the', 'judge', 'thanked', 'left', 'the', 'room', 'with', 'a', 'smile']",object,The guy thanked the judge?,relative_clause,y,0,1.1228544280165806,011,right,female,english,29,Australia
72,other,"['The', 'girl', 'kicked the', 'ball', 'into the', 'window', 'but it', 'did', 'not', 'break']",assorted,The girl broke the window?,other,n,1,0.8884737829794176,011,right,female,english,29,Australia
73,incongruent,"['The', 'boss', 'that the', 'clerk', 'mocked', 'had', 'a', 'crush', 'on', 'the', 'intern']",object,The boss had a crush?,main_clause,y,1,2.92812425098964,011,right,female,english,29,Australia
1,other,"['The', 'concert', 'started', 'later', 'than', 'what', 'the', 'lady', 'told the', 'traveler']",assorted,The concert started early?,other,n,1,1.706024345000003,012,right,female,dutch,23,Australia
2,other,"['The', 'girl', 'on', 'the', 'school', 'trip', 'saw a', 'frog', 'and', 'later', 'she', 'saw', 'a', 'mouse']",assorted,The girl saw a frog?,other,y,1,1.4734115329999895,012,right,female,dutch,23,Australia
3,incongruent,"['The', 'car', 'that the', 'truck', 'pulled', 'had', 'a', 'scratch', 'on', 'the', 'door']",object,The car had a scratch?,main_clause,y,1,1.136133378000011,012,right,female,dutch,23,Australia
4,congruent,"['The', 'dad', 'that', 'knew', 'the', 'chef', 'had a', 'son', 'with a', 'limp']",subject,The chef had a son?,main_clause,n,1,2.0914273719999983,012,right,female,dutch,23,Australia
5,congruent,"['The', 'fruit', 'that the', 'cake', 'squashed', 'made', 'a', 'mess', 'in', 'the', 'bag']",object,The fruit made a mess?,main_clause,y,1,2.259035363999999,012,right,female,dutch,23,Australia
6,incongruent,"['The', 'clerk', 'that the', 'boss', 'liked', 'had', 'a', 'desk', 'by', 'the', 'window']",object,The clerk had a desk by the window?,main_clause,y,1,3.860182831999964,012,right,female,dutch,23,Australia
7,congruent,"['The', 'prince', 'that', 'helped', 'the', 'girl', 'had a', 'head', 'of blonde', 'hair']",subject,The prince had blonde hair?,main_clause,y,1,3.896293160000027,012,right,female,dutch,23,Australia
8,incongruent,"['The', 'thug', 'that the', 'man', 'saw', 'had', 'a', 'hat', 'on', 'his', 'head']",object,The man saw the thug?,relative_clause,n,0,2.375746154000012,012,right,female,dutch,23,Australia
9,other,"['The', 'wine', 'that was', 'fancy', 'was', 'kept', 'in the', 'cellar', 'for', 'nearly', 'ten', 'years', 'and five', 'months']",assorted,The wine was bad?,other,n,1,1.372371107000049,012,right,female,dutch,23,Australia
10,other,"['The', 'fish', 'was', 'caught', 'by the', 'girl', 'on the', 'boat', 'on a', 'Friday']",assorted,The fish was caught by the girl?,other,y,1,2.1420805669999936,012,right,female,dutch,23,Australia
11,incongruent,"['The', 'desk', 'that the', 'bed', 'scratched', 'was', 'too', 'old', 'to', 'be', 'moved']",object,The bed was too old?,main_clause,n,1,2.5574715349999906,012,right,female,dutch,23,Australia
12,other,"['The', 'dessert', 'was', 'served', 'with', 'custard', 'and', 'fruit', 'then', 'there', 'was', 'coffee']",assorted,The coffee was before dessert?,other,n,1,1.691326177999997,012,right,female,dutch,23,Australia
13,congruent,"['The', 'nun', 'that the', 'monk', 'blessed', 'lit', 'a', 'candle', 'on', 'the', 'table']",object,The monk lit a candle?,main_clause,n,1,1.740695340000002,012,right,female,dutch,23,Australia
14,other,"['The', 'piano', 'was well', 'played', 'by', 'the', 'old', 'lady', 'but', 'it', 'was', 'not', 'in', 'tune']",assorted,The piano was badly played?,other,n,1,1.8577608599999849,012,right,female,dutch,23,Australia
15,incongruent,"['The', 'dean', 'that the', 'guard', 'heard', 'made', 'a', 'call', 'about', 'the', 'matter']",object,The guard made a call?,main_clause,y,0,3.3284968489999756,012,right,female,dutch,23,Australia
16,congruent,"['The', 'dancer', 'that the', 'guy', 'liked', 'was', 'a', 'chef', 'in', 'the', 'city']",object,The dancer liked the guy?,relative_clause,n,1,1.6573494920000371,012,right,female,dutch,23,Australia
17,incongruent,"['The', 'crook', 'that', 'warned', 'the', 'thief', 'fled the', 'town', 'the next', 'morning']",subject,The crook fled the town?,main_clause,n,0,4.464784440000017,012,right,female,dutch,23,Australia
18,incongruent,"['The', 'shelf', 'that', 'bumped', 'the', 'piano', 'had some', 'dust', 'on its', 'top']",subject,The piano bumped the shelf?,relative_clause,n,1,3.0448239950000016,012,right,female,dutch,23,Australia
19,other,"['The', 'bike', 'that was', 'yellow', 'and', 'shiny', 'belonged', 'to', 'the', 'boy', 'with the', 'hat']",assorted,The bike was shiny?,other,y,1,1.4392581550000043,012,right,female,dutch,23,Australia
20,other,"['The', 'girl', 'kicked the', 'ball', 'into the', 'window', 'but it', 'did', 'not', 'break']",assorted,The girl broke the window?,other,n,1,2.1727767760000347,012,right,female,dutch,23,Australia
21,incongruent,"['The', 'count', 'that', 'knew', 'the', 'queen', 'owned a', 'castle', 'by the', 'lake']",subject,The queen owned a castle?,main_clause,n,1,1.7722825289999946,012,right,female,dutch,23,Australia
22,other,"['The', 'book', 'that the', 'lady', 'with a', 'tattoo', 'had', 'written', 'was her', 'best', 'book', 'yet']",assorted,The man wrote a book?,other,n,1,1.4564373069999874,012,right,female,dutch,23,Australia
23,other,"['The', 'cat', 'chased the', 'bird', 'but', 'it', 'flew', 'away', 'into the', 'sunset']",assorted,The cat chased the bird?,other,y,1,1.373063233000039,012,right,female,dutch,23,Australia
24,congruent,"['The', 'bug', 'that', 'attacked', 'the', 'ant', 'was as', 'big', 'as a', 'coin']",subject,The ant was as big as a coin?,main_clause,n,1,2.2921523369999477,012,right,female,dutch,23,Australia
25,other,"['The', 'man', 'who was', 'short', 'gave his', 'wife', 'some red', 'candles', 'for her', 'birthday']",assorted,The man was tall?,other,n,1,1.0390115299999252,012,right,female,dutch,23,Australia
26,other,"['The', 'desk', 'was', 'new', 'but', 'dusty', 'and', 'covered', 'with old', 'books']",assorted,The desk was new?,other,y,1,1.573913970000035,012,right,female,dutch,23,Australia
27,congruent,"['The', 'friend', 'that the', 'bride', 'teased', 'told', 'a', 'joke', 'about', 'the', 'past']",object,The bride teased the friend?,relative_clause,y,1,1.5578503489999775,012,right,female,dutch,23,Australia
28,congruent,"['The', 'guy', 'that', 'thanked', 'the', 'judge', 'left the', 'room', 'with a', 'smile']",subject,The guy thanked the judge?,relative_clause,y,1,1.3736248740000292,012,right,female,dutch,23,Australia
29,incongruent,"['The', 'maid', 'that the', 'chef', 'loved', 'quit', 'the', 'job', 'at', 'the', 'house']",object,The chef quit the job?,main_clause,n,1,3.175412573000017,012,right,female,dutch,23,Australia
30,incongruent,"['The', 'girl', 'that the', 'nerd', 'thanked', 'broke', 'the', 'vase', 'with', 'the', 'flowers']",object,The girl pushed the nerd?,relative_clause,y,0,2.2769326359999695,012,right,female,dutch,23,Australia
31,other,"['The', 'girl', 'and the', 'boy', 'that', 'owned', 'the', 'horse', 'had', 'mud', 'on their', 'clothes']",assorted,The boy and girl own a horse?,other,n,0,5.701415773000008,012,right,female,dutch,23,Australia
32,congruent,"['The', 'sailor', 'that', 'pushed', 'the', 'banker', 'hurt his', 'foot', 'in the', 'brawl']",subject,The sailor pushed the banker?,relative_clause,y,1,1.8582505120000403,012,right,female,dutch,23,Australia
33,congruent,"['The', 'tradie', 'that', 'thanked', 'the', 'man', 'left his', 'wallet', 'in the', 'car']",subject,The man thanked the tradie?,relative_clause,n,1,2.958129289999988,012,right,female,dutch,23,Australia
34,congruent,"['The', 'fox', 'that', 'chased', 'the', 'wolf', 'hurt its', 'paws', 'on the', 'way']",subject,The fox chased the wolf?,relative_clause,y,1,1.3395960569999943,012,right,female,dutch,23,Australia
35,other,"['The', 'box', 'was', 'made', 'from', 'wood', 'and was', 'full', 'of', 'things', 'that', 'shined']",assorted,The box was shiny?,other,n,1,1.2227010240000027,012,right,female,dutch,23,Australia
36,congruent,"['The', 'cop', 'that the', 'spy', 'met', 'wrote', 'a', 'book', 'about', 'the', 'case']",object,The spy met the cop?,relative_clause,y,1,5.049265855000044,012,right,female,dutch,23,Australia
37,congruent,"['The', 'hat', 'that', 'matched', 'the', 'skirt', 'had a', 'bow', 'in the', 'back']",subject,The skirt had a bow?,main_clause,n,1,2.5931414110000333,012,right,female,dutch,23,Australia
38,incongruent,"['The', 'cat', 'that the', 'dog', 'fought', 'licked', 'its', 'wounds', 'in', 'the', 'corner']",object,The cat fought the dog?,relative_clause,y,0,3.328994034999937,012,right,female,dutch,23,Australia
39,incongruent,"['The', 'cook', 'that', 'hugged', 'the', 'maid', 'had a', 'tear', 'on her', 'cheek']",subject,The maid hugged the cook?,relative_clause,n,1,2.359163685999988,012,right,female,dutch,23,Australia
40,congruent,"['The', 'dean', 'that', 'called', 'the', 'boy', 'had a', 'voice', 'full of', 'anger']",subject,The dean had a voice full of anger?,main_clause,y,1,2.976987640999937,012,right,female,dutch,23,Australia
41,incongruent,"['The', 'whale', 'that', 'bit', 'the', 'shark', 'won the', 'fight', 'in the', 'end']",subject,The whale bit the shark?,relative_clause,y,1,2.0057409650000864,012,right,female,dutch,23,Australia
42,other,"['The', 'apples', 'that', 'the', 'couple', 'bought', 'at the', 'market', 'were', 'red']",assorted,The couple bought some apples?,other,y,1,1.7574623499999689,012,right,female,dutch,23,Australia
43,congruent,"['The', 'priest', 'that the', 'nun', 'thanked', 'left', 'the', 'church', 'in', 'a', 'hurry']",object,The nun left the church?,main_clause,n,1,3.311365870999907,012,right,female,dutch,23,Australia
44,other,"['The', 'cup', 'was', 'made', 'from green', 'plastic', 'and was', 'filled', 'with', 'juice']",assorted,The cup was full of green juice?,other,n,1,2.159448967000003,012,right,female,dutch,23,Australia
45,other,"['The', 'job', 'that was', 'given', 'was', 'different', 'to', 'what', 'she', 'expected']",assorted,The job was unexpected?,other,y,1,2.2755052309998973,012,right,female,dutch,23,Australia
46,congruent,"['The', 'groom', 'that', 'charmed', 'the', 'aunt', 'raised a', 'toast', 'to the', 'parents']",subject,The aunt charmed the groom?,relative_clause,n,1,1.6247467500000994,012,right,female,dutch,23,Australia
47,incongruent,"['The', 'priest', 'that', 'paid', 'the', 'cook', 'signed the', 'check', 'at the', 'bank']",subject,The priest signed the check?,main_clause,y,1,1.8579151520000323,012,right,female,dutch,23,Australia
48,congruent,"['The', 'king', 'that', 'pleased', 'the', 'guest', 'poured the', 'wine', 'from the', 'jug']",subject,The king poured the wine?,main_clause,y,1,2.376338824999948,012,right,female,dutch,23,Australia
49,incongruent,"['The', 'bloke', 'that', 'helped', 'the', 'mum', 'gave a', 'gift', 'to say', 'thanks']",subject,The bloke helped the mum?,relative_clause,y,1,1.59043546099997,012,right,female,dutch,23,Australia
50,congruent,"['The', 'chief', 'that the', 'girl', 'thanked', 'was', 'too', 'late', 'for', 'the', 'bus']",object,The chief was too late?,main_clause,y,1,1.1400489690000768,012,right,female,dutch,23,Australia
51,incongruent,"['The', 'bum', 'that', 'scared', 'the', 'cop', 'crossed the', 'street', 'at the', 'light']",subject,The cop scared the bum?,relative_clause,n,1,1.4734108990001005,012,right,female,dutch,23,Australia
52,incongruent,"['The', 'thief', 'that the', 'guard', 'saw', 'had', 'a', 'gun', 'in', 'his', 'holster']",object,The guard saw the thief?,relative_clause,y,1,1.7241175439999097,012,right,female,dutch,23,Australia
53,other,"['The', 'car', 'that was', 'new', 'had', 'just', 'been', 'cleaned', 'by', 'the', 'old', 'lady']",assorted,The car was old?,other,n,1,1.1556445740000072,012,right,female,dutch,23,Australia
54,congruent,"['The', 'kid', 'that the', 'dad', 'followed', 'had', 'some', 'mud', 'on', 'his', 'shoes']",object,The dad followed the kid?,relative_clause,y,1,1.3370162449999723,012,right,female,dutch,23,Australia
55,other,"['The', 'colour', 'of the', 'house', 'was', 'brighter', 'than the', 'men', 'who travelled', 'expected']",assorted,The men travelled?,other,y,1,1.9585008169999585,012,right,female,dutch,23,Australia
56,incongruent,"['The', 'guest', 'that', 'kissed', 'the', 'host', 'brought a', 'cake', 'to the', 'party']",subject,The guest kissed the host?,relative_clause,y,1,1.4226814769999692,012,right,female,dutch,23,Australia
57,congruent,"['The', 'rod', 'that', 'bent', 'the', 'pipe', 'had a', 'hole', 'in the', 'middle']",subject,The pipe bent the rod?,relative_clause,n,1,1.456564058999902,012,right,female,dutch,23,Australia
58,incongruent,"['The', 'scout', 'that', 'punched', 'the', 'coach', 'had a', 'fight', 'with a', 'manager']",subject,The coach had a fight?,main_clause,n,1,2.6433258499999965,012,right,female,dutch,23,Australia
59,other,"['The', 'boss', 'was', 'happy', 'to', 'see', 'the', 'work', 'that', 'the', 'two', 'girls', 'had', 'done']",assorted,The boss was happy?,other,y,1,1.0729179459999614,012,right,female,dutch,23,Australia
60,congruent,"['The', 'man', 'that the', 'nurse', 'phoned', 'left', 'his', 'pills', 'at', 'the', 'office']",object,The nurse left the pills?,main_clause,n,1,1.1719694120000668,012,right,female,dutch,23,Australia
61,other,"['The', 'ring', 'that', 'was', 'sadly', 'lost', 'was', 'found', 'by the', 'fat', 'and', 'very', 'happy', 'priest']",assorted,The priest was sad?,other,n,1,1.557618783999942,012,right,female,dutch,23,Australia
62,incongruent,"['The', 'truck', 'that', 'bumped', 'the', 'car', 'had a', 'man', 'at the', 'wheel']",subject,The truck had a man at the wheel?,main_clause,y,1,2.342336500999977,012,right,female,dutch,23,Australia
63,incongruent,"['The', 'owl', 'that', 'scared', 'the', 'bat', 'made a', 'loop', 'in the', 'air']",subject,The bat made a loop?,main_clause,n,1,2.0725194719999536,012,right,female,dutch,23,Australia
64,incongruent,"['The', 'boss', 'that the', 'clerk', 'mocked', 'had', 'a', 'crush', 'on', 'the', 'intern']",object,The boss mocked the clerk?,relative_clause,n,1,3.295239567000067,012,right,female,dutch,23,Australia
65,congruent,"['The', 'boy', 'that the', 'girl', 'helped', 'got', 'an', 'A', 'on', 'the', 'test']",object,The boy got an A?,main_clause,y,1,3.529417950000152,012,right,female,dutch,23,Australia
66,other,"['The', 'man', 'was very', 'hungry', 'after the', 'meeting', 'so', 'had', 'lunch', 'early']",assorted,The boy was hungry?,other,n,1,1.5904764950000754,012,right,female,dutch,23,Australia
67,congruent,"['The', 'niece', 'that the', 'aunt', 'kissed', 'sang', 'a', 'song', 'for', 'the', 'guests']",object,The niece kissed the aunt?,relative_clause,y,0,1.873372560000007,012,right,female,dutch,23,Australia
68,other,"['The', 'hat', 'that was', 'worn', 'by the', 'boy', 'with a', 'jacket', 'was too', 'small', 'for the', 'man']",assorted,The hat was too small?,other,y,1,4.816050282000106,012,right,female,dutch,23,Australia
69,incongruent,"['The', 'boat', 'that the', 'yacht', 'chased', 'made', 'a', 'turn', 'at', 'the', 'boathouse']",object,The boat made a turn?,main_clause,n,0,3.1777201490001517,012,right,female,dutch,23,Australia
70,other,"['The', 'dog', 'that', 'barked', 'is very', 'big', 'and very', 'friendly', 'but', 'doesn’t', 'like', 'cats']",assorted,The dog is very big?,other,y,1,1.7232883300000594,012,right,female,dutch,23,Australia
71,other,"['The', 'boy', 'who', 'had', 'a', 'birthday', 'called', 'his', 'best', 'friend', 'for a', 'chat']",assorted,The boy called his best friend?,other,y,1,1.6235423900000114,012,right,female,dutch,23,Australia
72,congruent,"['The', 'nurse', 'that the', 'coach', 'blamed', 'checked', 'the', 'file', 'of', 'the', 'gymnast']",object,The nurse blamed the coach?,relative_clause,y,0,4.211142765999966,012,right,female,dutch,23,Australia
73,incongruent,"['The', 'knight', 'that the', 'king', 'helped', 'sent', 'a', 'gift', 'from', 'his', 'castle']",object,The king helped the knight?,relative_clause,n,0,3.1111519669998415,012,right,female,dutch,23,Australia
1,incongruent,"['The', 'guy', 'that', 'thanked', 'the', 'judge', 'left the', 'room', 'with a', 'smile']",subject,The judge left the room?,main_clause,y,0,0.9385352980000334,013,left,male,English,26,Australia
