"workerid","age","gender","item","sentence","rating"
"P3",23,"Woman","nodding_leaves","The gentle NODDING LEAVES in fall are my favorite.",-3
"P3",23,"Woman","innocent_lamb","Jones might be an INNOCENT LAMB but investors are nervy.",3
"P3",23,"Woman","cloud_nine","Martin was on CLOUD NINE after hearing the news.",0
"P3",23,"Woman","star_jump","A STAR JUMP can be substituted by a squat and a side leg rise.",0
"P3",23,"Woman","fan_brush","A FAN BRUSH is ideal to apply powder products in small regions of the face.",-3
"P3",23,"Woman","firefly_eyes","The guy was looking at his girlfriend with FIREFLY EYES.",-3
"P3",23,"Woman","glass_river","The family saw the beautiful GLASS RIVER on their road trip.",-2
"P3",23,"Woman","chicken_legs","The runway model is so skinny that she has CHICKEN LEGS.",-3
"P3",23,"Woman","bullet_point","The outline was organized in BULLET POINTS.",-2
"P3",23,"Woman","ugly_truth","People are never ready to hear the UGLY TRUTH about themselves.",-3
"P3",23,"Woman","blue_moon","Karen only drinks every BLUE MOON, so this must be a special occasion.",0
"P3",23,"Woman","floor_effect","These procedures were used to reduce the chance of observing a FLOOR EFFECT in the economy.",-2
"P3",23,"Woman","clear_intention","Most candidates have a CLEAR INTENTION of what they want to accomplish.",-3
"P3",23,"Woman","wiggle_room","He had some WIGGLE ROOM in his schedule.",-1
"P3",23,"Woman","ghost_town","During the pandemic, Montreal became a GHOST TOWN.",-1
"P3",23,"Woman","seamless_recovery","The patient went back home and had a SEAMLESS RECOVERY.",-3
"P3",23,"Woman","black_widow","They suggest Andrea might be a BLACK WIDOW, not a grieving one.",0
"P3",23,"Woman","gold_nugget","The motivational speaker gave his audience another GOLD NUGGET in his recently uploaded video.",0
"P3",23,"Woman","curtain_bangs","CURTAIN BANGS used to be a super-popular '70s hairstyle.",-3
"P3",23,"Woman","tender_sky","The TENDER SKY made for a romantic evening.",-2
"P3",23,"Woman","love_handles","Vanessa goes to the gym to get rid of unwanted LOVE HANDLES and a bit of a belly.",0
"P3",23,"Woman","pink_noise","Researchers found that steady PINK NOISE increases stable sleep.",-3
"P3",23,"Woman","brain_fog","Chronic fatigue syndrome causes tiredness, poor sleep , BRAIN FOG, and/or muscle pain.",3
"P3",23,"Woman","lame_duck","That politician is a LAME DUCK but he's still so powerful.",0
"P3",23,"Woman","bumpy_life","Anna had overcome many difficulties in her BUMPY LIFE.",-3
"P3",23,"Woman","muffin_top","Cindy has noticed a little MUFFIN TOP when she puts on her best pair of jeans.",0
"P3",23,"Woman","gold_digger","I thought she was a GOLD DIGGER and had other motives to marry him.",0
"P3",23,"Woman","short_fuse","He has a SHORT FUSE and when pushed, may become violent.",0
"P3",23,"Woman","clean_slate","The previous negotiations did not work, so they will start with a CLEAN SLATE.",0
"P3",23,"Woman","gentle_art","He completed his work with GENTLE ART, always giving it the attention it needs .",-2
"P3",23,"Woman","golden_heart","The boy has a GOLDEN HEART, he's always helping his family.",-1
"P3",23,"Woman","cross_fire","She was a simple woman caught in the CROSS FIRE of other people's drama.",1
"P3",23,"Woman","panda_eye","A way of preventing the dreaded PANDA EYE is to go for waterproof mascara.",-3
"P3",23,"Woman","monkey_business","I bet Paula and Frank are up to some MONKEY BUSINESS upstairs.",0
"P3",23,"Woman","cold_feet","Bonnie gets COLD FEET when contemplating her future with Adam.",-1
"P3",23,"Woman","bitter_truth","After the fight, she learned the BITTER TRUTH.",-3
"P3",23,"Woman","love_bug","Nick got bit by the LOVE BUG on Valentine's Day.",2
"P3",23,"Woman","arm_candy","She was his ARM CANDY at so many cocktail parties.",2
"P3",23,"Woman","beer_goggles","Emily later realized it was the BEER GOGGLES that made the man seem attractive at the bar.",0
"P3",23,"Woman","hair_donut","A HAIR DONUT can give the appearance of a great hair bun for people with thin hair.",2
"P3",23,"Woman","pie_chart","The website shows you what your budget looks like in a PIE CHART divided into the various expense categories.",-2
"P3",23,"Woman","impatient_machinery","The IMPATIENT MACHINERY kept on running.",0
"P3",23,"Woman","red_flag","Loss of appetite is a RED FLAG for malnutrition.",0
"P3",23,"Woman","weak_argument","When someone has a WEAK ARGUMENT, they resort to personal attacks.",-3
"P3",23,"Woman","spring_roll","He sometimes eats a SPRING ROLL at the Chinese takeaway.",-3
"P3",23,"Woman","mad_slap","The music Andrew listened to yesterday was a MAD SLAP.",-2
"P3",23,"Woman","happy_dawn","The new year sees a HAPPY DAWN and a fresh start.",-3
"P3",23,"Woman","family_tree","The orphan was tracing her FAMILY TREE to see where she came from.",3
"P3",23,"Woman","salty_dog","A SALTY DOG knows everything about the seas.",0
"P3",23,"Woman","ugly_duckling","Hathaway blossomed from an UGLY DUCKLING into a princess in her breakthrough role.",3
"P3",23,"Woman","velvet_skin","After she applied the foundation she was left with VELVET SKIN.",-3
"P3",23,"Woman","fish_fingers","Children love to eat FISH FINGERS for lunch.",-3
"P3",23,"Woman","blank_sleep","After drinking too much, the boy passed into a BLANK SLEEP.",-3
"P3",23,"Woman","big_brother","Everyone is careful in the office because BIG BROTHER is always watching.",0
"P3",23,"Woman","cold_iron","Her boyfriend's heart is a COLD IRON.",-2
"P3",23,"Woman","black_market","Those stolen items are easy to sell on the BLACK MARKET.",-3
"P3",23,"Woman","crooked_math","He used CROOKED MATH to became a billionaire.",-3
"P3",23,"Woman","monkey_dance","Everyone is doing the MONKEY DANCE at night clubs these days.",0
"P3",23,"Woman","home_bird","As a HOME BIRD, Paul simply does not leave his house.",2
"P3",23,"Woman","empty_nest","Once the kids moved out, John was enjoying the EMPTY NEST with his wife",3
"P3",23,"Woman","dry_buzz","The DRY BUZZ of the computers annoyed the secretary.",0
"P3",23,"Woman","floating_shelf","A FLOATING SHELF is ideal for items that you need easy access to.",-2
"P3",23,"Woman","big_fish","The prosecutor made a deal with the lawyer to catch the BIG FISH.",0
"P3",23,"Woman","chicken_feed","The store owner pays his employees CHICKEN FEED.",0
"P3",23,"Woman","sugar_baby","Most people did not understand her work as a SUGAR BABY.",-2
"P3",23,"Woman","wild_dog","The managing partner becomes a WILD DOG when it comes to his firm.",2
"P3",23,"Woman","tiger_parents","Martha is pushed by her TIGER PARENTS to get the best grades possible.",-3
"P3",23,"Woman","chain_reaction","The mayor's ideas caused a CHAIN REACTION with grave political consequences.",0
"P3",23,"Woman","stumbling_block","A lack of innovation is a STUMBLING BLOCK for small organizations.",0
"P3",23,"Woman","crowd_surfing","There is always a little bit of CROWD SURFING during pop concerts.",2
"P3",23,"Woman","night_owl","You have to be a very early riser or a lively NIGHT OWL to enjoy that festival.",3
"P3",23,"Woman","open_mind","He has an OPEN MIND about what people have to say.",-3
"P3",23,"Woman","milk_moustache","The toddler with the MILK MOUSTACHE was eating by himself.",3
"P3",23,"Woman","lazy_eye","As a child, her doctors told her she had a LAZY EYE.",-2
"P3",23,"Woman","silent_wound","The mother had a SILENT WOUND because of her son's death.",-2
"P3",23,"Woman","bad_seed","That guy is a BAD SEED because he makes life very difficult for all of us.",3
"P3",23,"Woman","white_blanket","During winter, the city of Montreal is covered by a WHITE BLANKET.",0
"P3",23,"Woman","hot_spot","Influencers can get into every HOT SPOT in town.",-2
"P3",23,"Woman","sports_clown","Everyone was looking at the SPORTS CLOWN who was wearing his Chargers jersey at church.",0
"P3",23,"Woman","butter_fingers","Steve is constantly dropping things because of his BUTTER FINGERS.",-2
"P3",23,"Woman","soft_spot","Daniel has a SOFT SPOT for street dogs.",-1
"P3",23,"Woman","emotional_rollercoaster","Ever since Itamar received the devastating news, his life has been an EMOTIONAL ROLLERCOASTER.",1
"P3",23,"Woman","helicopter_parent","HELICOPTER PARENTS never stop obsessing over their kids.",-3
"P3",23,"Woman","dead_face","He had a DEAD FACE look after being asked the same question for the 5th time.",-3
"P3",23,"Woman","sharp_mind","She had a SHARP MIND and was knowledgeable on a broad range of topics.",-3
"P3",23,"Woman","running_head","Research reports normally require a RUNNING HEAD.",0
"P3",23,"Woman","golden_egg","The American taxpayer has become a reliable GOLDEN EGG for greedy politicians.",0
"P3",23,"Woman","bottomless_pit","He was a BOTTOMLESS PIT of ideas which made him a great writer.",0
"P3",23,"Woman","bulletproof_argument","Ms. Allens used a BULLETPROOF ARGUMENT to make her case.",-2
"P3",23,"Woman","cool_head","It is important to keep a COOL HEAD and not show anger when dealing with people in debate class.",-3
"P3",23,"Woman","plum_job","She later landed a PLUM JOB at the prestigious Library of Congress.",0
"P3",23,"Woman","dragon_teacher","The students are scared of their DRAGON TEACHER.",-3
"P3",23,"Woman","busy_bee","My supervisor is going to be a BUSY BEE for a couple of months.",3
"P3",23,"Woman","hot_seat","After being involved in the settlement talks, he was in the HOT SEAT with management.",-2
"P3",23,"Woman","delicate_flower","She is dating a DELICATE FLOWER who likes to talk about his feelings.",0
"P3",23,"Woman","foggy_memory","Due to his FOGGY MEMORY, he doesn't remember seeing the doctor again.",-3
"P3",23,"Woman","death_burger","The couple bought a DEATH BURGER from their usual takeaway place.",0
"P3",23,"Woman","peak_hours","Increasing traffic in the area has made travel difficult during PEAK HOURS.",-2
"P3",23,"Woman","gold_standard","This is a must have album, the one that set the new GOLD STANDARD for Helloween albums.",-3
"P3",23,"Woman","bare_bones","Alexander got the details of the book down to its BARE BONES.",0
"P3",23,"Woman","old_hat","My favorite joke might be a bit of an OLD HAT by now.",0
"P3",23,"Woman","soft_landing","After her terrible dismissal, Alexa had a SOFT LANDING at her new job.",-3
"P3",23,"Woman","rocky_end","The couple had a ROCKY END to their relationship.",-3
"P3",23,"Woman","virgin_drink","The couple had to pay $20 for a VIRGIN DRINK at the bar.",-3
"P3",23,"Woman","bat_wings","Mary's trainer suggested lifting weights to get rid of her BAT WINGS.",0
"P3",23,"Woman","walking_encyclopedia","Jennifer, the WALKING ENCYCLOPEDIA of the group, is always contributing to the conversation.",2
"P3",23,"Woman","brilliant_idea","Jessie had the BRILLIANT IDEA to try sledding down the mountain in summer.",-3
"P3",23,"Woman","shark_lawyer","The SHARK LAWYER will always defends her actions as an overzealous advocate.",-2
"P3",23,"Woman","memory_lane","Taking a trip down MEMORY LANE helps when you're having a bad day.",3
"P3",23,"Woman","office_monkey","Daniel is Microsoft's OFFICE MONKEY, constantly doing other people's errands.",3
"P3",23,"Woman","big_cheese","He was a BIG CHEESE in the business world.",3
"P3",23,"Woman","sunny_disposition","Amanda's SUNNY DISPOSITION was appreciated by everyone.",-3
"P3",23,"Woman","straight_arrow","He has always been such a STRAIGHT ARROW in his career.",0
"P3",23,"Woman","test_bed","The artists used the fourth-floor space as a photography TEST BED.",0
"P3",23,"Woman","raging_bull","Surfing in the Pacific Ocean is a dangerous sport because the RAGING BULL can easily knock surfers over.",3
"P3",23,"Woman","restaurant_chain","McDonald's is the most famous RESTAURANT CHAIN in the world.",3
"P3",23,"Woman","dirty_job","It's a DIRTY JOB, but somebody has to do it.",-3
"P3",23,"Woman","social_butterfly","SOCIAL BUTTERFLIES always make the most friends at parties.",3
"P3",23,"Woman","small_potatoes","The lawyer was told to stop fighting for SMALL POTATOES.",2
"P3",23,"Woman","couch_potato","The cold weather makes it easier for people to become a COUCH POTATO.",3
"P3",23,"Woman","poker_face","Melissa discovered quite early that she had a good POKER FACE.",-2
"P3",23,"Woman","mermaid_dress","A MERMAID DRESS is the best option for those who want to show off their curves.",-3
"P3",23,"Woman","online_scrub","The publicist had to do an ONLINE SCRUB to delete any evidence from the internet.",2
"P3",23,"Woman","holy_grail","Finding an HIV vaccine is the HOLY GRAIL of medical research.",0
"P3",23,"Woman","broken_heart","She was left with a BROKEN HEART after the split with her partner.",-2
"P3",23,"Woman","meat_puppet","George is Pat's MEAT PUPPET, he does whatever she says.",0
"P3",23,"Woman","fresh_courage","He transmitted FRESH COURAGE and hope to the oppressed.",-2
"P3",23,"Woman","sharp_scent","He disliked the SHARP SCENT of cleaner on her clothes.",-3
"P3",23,"Woman","smart_pants","Diana was wearing her SMART PANTS today, nit-picking what everyone else is saying.",3
"P3",23,"Woman","party_pooper","Everyone in the room wondered who invited the PARTY POOPER.",3
"P3",23,"Woman","cold_fish","Scott Berg knew that Wilson was no COLD FISH.",0
"P3",23,"Woman","skeleton_crew","The company went from a SKELETON CREW of 25 employees to 150.",-3
"P3",23,"Woman","ice_breaker","The teacher started with a quick ICE BREAKER on the first day of school.",0
"P3",23,"Woman","rising_star","The new member of parliament is a RISING STAR in politics.",0
"P3",23,"Woman","closed_mind","A lot of people had a CLOSED MIND about the case until the evidence was revealed.",-3
"P3",23,"Woman","toxic_person","A TOXIC PERSON deserves to be unfriended.",-3
"P3",23,"Woman","bubbly_personality","Abby's BUBBLY PERSONALITY blended well at the party.",-3
"P3",23,"Woman","smooth_sailing","After researchers learned the new software, everything was SMOOTH SAILING.",0
"P3",23,"Woman","deep_love","Everyone saw the DEEP LOVE between them.",-3
"P3",23,"Woman","lone_wolf","Chris considers himself a LONE WOLF because he is very independent.",3
"P3",23,"Woman","bitter_pill","The disappointment had been a BITTER PILL for her parents.",-3
"P3",23,"Woman","bad_blood","There was BAD BLOOD between the Eagles and the Cowboys.",0
"P3",23,"Woman","flaky_idea","Since he always has FLAKY IDEAS, it's best not to listen to him.",-3
"P3",23,"Woman","small_talk","The advisor doesn't enjoy SMALL TALK, she goes straight to the point.",-2
"P3",23,"Woman","acid_test","Watkins' patients were put to the ACID TEST.",0
"P3",23,"Woman","deep_water","Tom is in some DEEP WATER with the boss after all the mistakes he made this week.",0
"P3",23,"Woman","dark_life","It was the only good moment in his otherwise DARK LIFE.",-3
"P3",23,"Woman","trophy_wife","Mark introduced his TROPHY WIFE to the members as his guest.",-3
"P3",23,"Woman","blue_blood","Future club members don't need to have BLUE BLOOD to be accepted.",0
"P3",23,"Woman","dry_laugh","He let out a DRY LAUGH without a shred of cheerfulness.",-3
"P3",23,"Woman","black_swan","Among natural disasters, 1992's Hurricane Andrew was a BLACK SWAN.",3
"P3",23,"Woman","molten_sound","That band has such a MOLTEN SOUND.",-3
"P3",23,"Woman","juicy_gossip","He brought home the JUICY GOSSIP about Drucilla Hawkins.",-3
"P3",23,"Woman","cool_cat","Their guitar player is one COOL CAT.",3
"P3",23,"Woman","sweet_spot","There must be a SWEET SPOT that maximizes the efficacy of the drugs and minimizes the side effects.",-2
"P3",23,"Woman","rare_bird","Having odd hobbies means you'll be picked on as a RARE BIRD by school bullies.",3
"P3",23,"Woman","hot_mess","Her life turned into a HOT MESS after the child's birth.",-3
"P3",23,"Woman","magic_bullet","People believe that the adaptive textbook is the MAGIC BULLET of educational technology.",0
"P3",23,"Woman","ballpark_figure","The BALLPARK FIGURE for fatalities is at least 20.",-1
"P3",23,"Woman","movie_star","Meryl Streep is without a doubt a MOVIE STAR.",3
"P3",23,"Woman","hidden_gem","The travel blogger needed to find a new HIDDEN GEM to write about.",3
"P3",23,"Woman","long_fuse","I've got a LONG FUSE, but after weeks of tolerating issues, I get annoyed very quickly.",0
"P3",23,"Woman","old_flame","Charles reconnected with an OLD FLAME named Camilla.",0
"P3",23,"Woman","blind_date","A friend in Miami set her up on a BLIND DATE with Jason.",-3
"P3",23,"Woman","stalking_horse","The client was used as a STALKING HORSE to get an even bigger client.",0
"P3",23,"Woman","social_bubble","Her SOCIAL BUBBLE consisted mostly of childless couples with little responsibilities.",3
"P3",23,"Woman","bad_apple","The poor performance of one BAD APPLE can have serious consequences.",3
"P3",23,"Woman","sixth_sense","He always had a SIXTH SENSE for when police were around, so he never got caught.",0
"P3",23,"Woman","grey_face","Her GREY FACE suggested that something bad had happened.",-3
"P3",23,"Woman","wet_blanket","Joseph is such a WET BLANKET who takes the fun out of every party.",0
"P3",23,"Woman","golden_hour","The patient suffered major blood loss, fortunately they got him to the hospital within the GOLDEN HOUR.",-3
"P3",23,"Woman","eye_bags","Greensations makes a variety of anti-aging products that target EYE BAGS and dark circles.",3
"P3",23,"Woman","wild_west","Now a WILD WEST, the class had no teacher and could do whatever they wanted.",0
"P3",23,"Woman","money_laundering","The politician was accused of MONEY LAUNDERING.",2
"P3",23,"Woman","thin_ice","John is treading on THIN ICE after all the money he borrowed.",0
"P3",23,"Woman","dead_silence","There was DEAD SILENCE in the waiting room.",-3
"P3",23,"Woman","soft_skills","SOFT SKILLS are great to know to advance in your career.",-3
"P3",23,"Woman","iron_fist","Big law firms are managed with an IRON FIST.",-3
"P3",23,"Woman","tough_cookie","The girl next door is a TOUGH COOKIE.",3
"P3",23,"Woman","road_dog","Bill was visiting all the good places with his ROAD DOG.",3
"P3",23,"Woman","cabin_fever","The kids will develop CABIN FEVER after too many days in isolation.",0
"P3",23,"Woman","silver_lining","It is important to see the SILVER LINING in every tragedy.",-1
"P3",23,"Woman","green_light","Quickly after his recovery, Jim was given the GREEN LIGHT to walk a mile or two.",0
"P3",23,"Woman","mother_cell","If the MOTHER CELL is introduced into the DNA of a mutated animal, a cure could be possible synthesized.",-3
"P3",23,"Woman","hot_head","The notorious Hollywood HOT HEAD Eric Bolling showed everyone his rage again.",-3
"P3",23,"Woman","bear_hug","The partners celebrated with a BEAR HUG after winning the contest.",-3
"P3",23,"Woman","drug_mule","The girl agreed to be a DRUG MULE to help her family financially.",3
"P3",23,"Woman","angry_sea","They screamed as if tossed by an ANGRY SEA.",3
"P3",23,"Woman","media_storm","The resignation of the duke and duchess caused a MEDIA STORM.",3
"P3",23,"Woman","cold_turkey","He quit smoking COLD TURKEY after his doctor told him to.",0
"P3",23,"Woman","sly_fox","There is a SLY FOX in every office who always gets others to do his work for him.",3
"P3",23,"Woman","almond_eyes","The model was extremely sought after for her beautiful, dark ALMOND EYES.",-3
"P3",23,"Woman","black_humour","The BLACK HUMOUR wore out the audiences over time.",-3
"P3",23,"Woman","rough_day","Monday is always a ROUGH DAY at school.",-3
"P3",23,"Woman","cash_cow","He bought a bankrupt shop and turned it into a CASH COW.",2
"P3",23,"Woman","low_key","Although he was guaranteed a promotion, Paul kept it LOW KEY.",2
"P3",23,"Woman","black_box","Psychology research attempts to understand how the mind's mysterious BLACK BOX works.",0
"P3",23,"Woman","dead_end","I found myself embarrassed when I hit a DEAD END in my life.",-3
"P3",23,"Woman","icy_look","The angry lady gave him an ICY LOOK.",-3
"P3",23,"Woman","dirty_mouth","That kid has a very DIRTY MOUTH and should be punished.",-3
"P3",23,"Woman","cheese_writing","The first draft always turns out to be CHEESE WRITING.",-2
"P3",23,"Woman","sweet_pea","Britney is such a lucky girl, she got the SWEAT PEA of the class to ask her to prom.",0
"P3",23,"Woman","dark_thoughts","A few people saw Paul struggling with DARK THOUGHTS.",-3
"P3",23,"Woman","bright_side","Since the general public abhors violence, the BRIGHT SIDE is that they will be able to see the truth.",-2
"P3",23,"Woman","unkempt_afternoon","The UNKEMPT AFTERNOON resulted in a horrible evening.",-3
"P3",23,"Woman","dead_act","Most of the audience left halfway through the movie because it was such a DEAD ACT.",-1
"P3",23,"Woman","bright_student","She was a BRIGHT STUDENT who learned quickly.",-3
"P3",23,"Woman","bad_egg","He's a bit of a handful, a real BAD EGG.",3
"P3",23,"Woman","smart_cookie","She is one SMART COOKIE and a great role model for the rest of us.",3
"P3",23,"Woman","dirty_dance","That was quite a DIRTY DANCE at the night club.",3
"P3",23,"Woman","broken_face","She couldn't get a date because she was a BROKEN FACE.",-1
"P3",23,"Woman","third_eye","Everyone thinks that she has a THIRD EYE for anticipating drama.",-2
"P3",23,"Woman","last_straw","The departure of Amy and Jack was the LAST STRAW for Millie.",3
"P3",23,"Woman","black_sheep","She soon became the BLACK SHEEP of the family.",3
"P3",23,"Woman","melting_pot","There are different heritages mixed into the American MELTING POT.",0
"P3",23,"Woman","rug_rats","Family restaurants are always noisy because RUG RATS are constantly running around.",1
"P3",23,"Woman","bucket_list","Here are 25 surprising new destinations to put on your BUCKET LIST.",-3
"P3",23,"Woman","old_dinosaur","That professor is an OLD DINOSAUR who doesn't know how to use a computer.",0
"P3",23,"Woman","lonely_oval","The cloud was a LONELY OVAL in the clear blue sky.",-3
"P3",23,"Woman","dead_metaphor","The word ""pedigree"" is a DEAD METAPHOR that no one remembers.",-3
"P3",23,"Woman","smoking_gun","That last piece of evidence provided investigators with their SMOKING GUN.",0
"P3",23,"Woman","burning_ambition","He had a BURNING AMBITION to climb to the upper reaches of management.",-2
"P3",23,"Woman","moral_compass","Most villains lack a MORAL COMPASS.",3
"P4",24,"M","soft_spot","Daniel has a SOFT SPOT for street dogs.",-1
"P4",24,"M","brilliant_idea","Jessie had the BRILLIANT IDEA to try sledding down the mountain in summer.",-3
"P4",24,"M","memory_lane","Taking a trip down MEMORY LANE helps when you're having a bad day.",3
"P4",24,"M","impatient_machinery","The IMPATIENT MACHINERY kept on running.",-2
"P4",24,"M","black_market","Those stolen items are easy to sell on the BLACK MARKET.",-3
"P4",24,"M","milk_moustache","The toddler with the MILK MOUSTACHE was eating by himself.",0
"P4",24,"M","cheese_writing","The first draft always turns out to be CHEESE WRITING.",-2
"P4",24,"M","crooked_math","He used CROOKED MATH to became a billionaire.",-3
"P4",24,"M","soft_skills","SOFT SKILLS are great to know to advance in your career.",-3
"P4",24,"M","happy_dawn","The new year sees a HAPPY DAWN and a fresh start.",-1
"P4",24,"M","white_blanket","During winter, the city of Montreal is covered by a WHITE BLANKET.",0
"P4",24,"M","sitting_duck","Not wanting to be a SITTING DUCK for the storm, he left the worn down farmhouse.",0
"P4",24,"M","tube_top","Allegra was wearing a TUBE TOP with sequins to the club.",0
"P4",24,"M","acid_test","Watkins' patients were put to the ACID TEST.",-1
"P4",24,"M","lame_duck","That politician is a LAME DUCK but he's still so powerful.",2
"P4",24,"M","bucket_list","Here are 25 surprising new destinations to put on your BUCKET LIST.",-3
"P4",24,"M","spider_plank","A SPIDER PLANK can give you a full body workout by toning your abs and building flexibility.",0
"P4",24,"M","old_hat","My favorite joke might be a bit of an OLD HAT by now.",0
"P4",24,"M","dead_face","He had a DEAD FACE look after being asked the same question for the 5th time.",-3
"P4",24,"M","black_box","Psychology research attempts to understand how the mind's mysterious BLACK BOX works.",0
"P4",24,"M","sweet_tooth","Ryan has a SWEET TOOTH and keeps a stash of candy in his top drawer.",-2
"P4",24,"M","burning_ambition","He had a BURNING AMBITION to climb to the upper reaches of management.",-3
"P4",24,"M","dry_laugh","He let out a DRY LAUGH without a shred of cheerfulness.",-2
"P4",24,"M","bad_blood","There was BAD BLOOD between the Eagles and the Cowboys.",0
"P4",24,"M","panda_eye","A way of preventing the dreaded PANDA EYE is to go for waterproof mascara.",-3
"P4",24,"M","baby_fever","When one of her coworkers brought her baby to work, Breanna got a case of the BABY FEVER.",2
"P4",24,"M","cross_fire","She was a simple woman caught in the CROSS FIRE of other people's drama.",0
"P4",24,"M","umbrella_term","The committee examined which UMBRELLA TERM best encompasses the problems they face.",-3
"P4",24,"M","rebound_effect","The patient experienced a REBOUND EFFECT after having liposuction done.",0
"P4",24,"M","old_flame","Charles reconnected with an OLD FLAME named Camilla.",0
"P4",24,"M","fresh_courage","He transmitted FRESH COURAGE and hope to the oppressed.",1
"P4",24,"M","rising_star","The new member of parliament is a RISING STAR in politics.",2
"P4",24,"M","plaster_shackle","The cast on his broken leg was a PLASTER SHACKLE.",-1
"P4",24,"M","bad_seed","That guy is a BAD SEED because he makes life very difficult for all of us.",0
"P4",24,"M","sharp_mind","She had a SHARP MIND and was knowledgeable on a broad range of topics.",-3
"P4",24,"M","cash_cow","He bought a bankrupt shop and turned it into a CASH COW.",2
"P4",24,"M","firm_hand","Supervisors need to have a FIRM HAND with their volunteers.",1
"P4",24,"M","dark_life","It was the only good moment in his otherwise DARK LIFE.",-3
"P4",24,"M","short_fuse","He has a SHORT FUSE and when pushed, may become violent.",0
"P4",24,"M","iron_fist","Big law firms are managed with an IRON FIST.",0
"P4",24,"M","sports_clown","Everyone was looking at the SPORTS CLOWN who was wearing his Chargers jersey at church.",2
"P4",24,"M","long_fuse","I've got a LONG FUSE, but after weeks of tolerating issues, I get annoyed very quickly.",0
"P4",24,"M","red_flag","Loss of appetite is a RED FLAG for malnutrition.",0
"P4",24,"M","blind_date","A friend in Miami set her up on a BLIND DATE with Jason.",-3
"P4",24,"M","icy_look","The angry lady gave him an ICY LOOK.",-3
"P4",24,"M","love_triangle","There was a LOVE TRIANGLE of tension building in the office.",3
"P4",24,"M","clear_intention","Most candidates have a CLEAR INTENTION of what they want to accomplish.",-1
"P4",24,"M","bad_egg","He's a bit of a handful, a real BAD EGG.",2
"P4",24,"M","square_meal","In the school, children receive three SQUARE MEALS a day.",-3
"P4",24,"M","pool_noodle","Everyone brings a POOL NOODLE to the town swimming spots.",2
"P4",24,"M","warm_welcome","The newcomer thanked everyone for the WARM WELCOME during her visit.",-3
"P4",24,"M","cake_face","To avoid having a CAKE FACE, it is advisable to apply fewer layers of foundation.",-2
"P4",24,"M","elephant_ears","ELEPHANT EARS are a great choice to make any garden look like a tropical forest.",-3
"P4",24,"M","lazy_eye","As a child, her doctors told her she had a LAZY EYE.",-3
"P4",24,"M","floating_shelf","A FLOATING SHELF is ideal for items that you need easy access to.",-3
"P4",24,"M","straight_arrow","He has always been such a STRAIGHT ARROW in his career.",0
"P4",24,"M","cloud_nine","Martin was on CLOUD NINE after hearing the news.",0
"P4",24,"M","hourglass_figure","Wrap tops and dresses accentuate the waist and enhance an HOURGLASS FIGURE.",-2
"P4",24,"M","melting_pot","There are different heritages mixed into the American MELTING POT.",0
"P4",24,"M","tender_sky","The TENDER SKY made for a romantic evening.",-3
"P4",24,"M","smart_cookie","She is one SMART COOKIE and a great role model for the rest of us.",3
"P4",24,"M","weak_argument","When someone has a WEAK ARGUMENT, they resort to personal attacks.",-3
"P4",24,"M","sixth_sense","He always had a SIXTH SENSE for when police were around, so he never got caught.",-2
"P4",24,"M","deep_water","Tom is in some DEEP WATER with the boss after all the mistakes he made this week.",0
"P4",24,"M","burning_moment","That interview was a BURNING MOMENT in his life.",-2
"P4",24,"M","black_humour","The BLACK HUMOUR wore out the audiences over time.",-3
"P4",24,"M","clean_slate","The previous negotiations did not work, so they will start with a CLEAN SLATE.",0
"P4",24,"M","lightning_reflexes","Andrew is good at ping-pong because he has LIGHTNING REFLEXES.",-3
"P4",24,"M","money_laundering","The politician was accused of MONEY LAUNDERING.",3
"P4",24,"M","glass_river","The family saw the beautiful GLASS RIVER on their road trip.",-1
"P4",24,"M","magic_bullet","People believe that the adaptive textbook is the MAGIC BULLET of educational technology.",0
"P4",24,"M","naked_eye","Although not visible to the NAKED EYE, the professionals understood what makes a successful image composition.",-3
"P4",24,"M","big_brother","Everyone is careful in the office because BIG BROTHER is always watching.",0
"P4",24,"M","social_ladder","They now had a chance to earn college degrees and to climb the SOCIAL LADDER in their new country.",1
"P4",24,"M","wiggle_room","He had some WIGGLE ROOM in his schedule.",-1
"P4",24,"M","forbidden_fruit","Mary was a FORBIDDEN FRUIT for John because she was married.",0
"P4",24,"M","bare_bones","Alexander got the details of the book down to its BARE BONES.",0
"P4",24,"M","muffin_top","Cindy has noticed a little MUFFIN TOP when she puts on her best pair of jeans.",-2
"P4",24,"M","office_monkey","Daniel is Microsoft's OFFICE MONKEY, constantly doing other people's errands.",3
"P4",24,"M","dirty_laundry","I didn't want to risk airing our family's DIRTY LAUNDRY for millions to see.",0
"P4",24,"M","sweet_spot","There must be a SWEET SPOT that maximizes the efficacy of the drugs and minimizes the side effects.",0
"P4",24,"M","angry_sea","They screamed as if tossed by an ANGRY SEA.",-2
"P4",24,"M","pyramid_scheme","New York's elite have been running a decades-long PYRAMID SCHEME.",-3
"P4",24,"M","ninja_writing","The NINJA WRITING course will show you the techniques and strategy you need to write effectively.",-2
"P4",24,"M","golden_hour","The patient suffered major blood loss, fortunately they got him to the hospital within the GOLDEN HOUR.",0
"P4",24,"M","broken_face","She couldn't get a date because she was a BROKEN FACE.",-3
"P4",24,"M","pink_noise","Researchers found that steady PINK NOISE increases stable sleep.",0
