participant_id,start_time,completion_time,stimulus,query_c1,c1_contribution,query_c2,c2_contribution,query_comp,comp
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,公路网,“公路”对这个词的语义贡献了多少？,5,“网”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,课程标准,“课程”对这个词的语义贡献了多少？,5,“标准”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,岛国,”岛”对这个词的语义贡献了多少？,5,“国”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,中心主义,“中心”对这个词的语义贡献了多少？,5,“主义”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,墓地,“墓”对这个词的语义贡献了多少？,5,“地”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,沟渠,“沟”对这个词的语义贡献了多少？,5,“渠”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,血泪,“血”对这个词的语义贡献了多少？,5,“泪”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,物质基础,“物质”对这个词的语义贡献了多少？,5,“基础”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,酒家,“酒”对这个词的语义贡献了多少？,5,“家”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,烟头,“ 烟”对这个词的语义贡献了多少？,5,“ 头”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,宗教事务,“宗教”对这个词的语义贡献了多少？,5,“事务”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,词牌,“词”对这个词的语义贡献了多少？,5,“牌”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,人民代表,“人民”对这个词的语义贡献了多少？,5,“代表”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,经济社会,“经济”对这个词的语义贡献了多少？,5,“社会”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,人民警察,“人民”对这个词的语义贡献了多少？,5,“警察”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,诗词,“诗”对这个词的语义贡献了多少？,5,“词”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,石油市场,“石油”对这个词的语义贡献了多少？,5,“市场”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,泪水,“ 泪”对这个词的语义贡献了多少？,5,“水”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,工艺技术,“工艺”对这个词的语义贡献了多少？,5,“技术”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,化肥厂,“化肥”对这个词的语义贡献了多少？,5,“厂”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,本地人,“本地”对这个词的语义贡献了多少？,5,“人”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,船桨,“船”对这个词的语义贡献了多少？,5,“桨”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,氧气,“氧”对这个词的语义贡献了多少？,5,“气”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,尿酸,“尿”对这个词的语义贡献了多少？,5,“酸”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-08 03:49:54,2024-09-08 03:53:22,琴声,“琴”对这个词的语义贡献了多少？,5,“声”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,公路网,“公路”对这个词的语义贡献了多少？,5,“网”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,课程标准,“课程”对这个词的语义贡献了多少？,5,“标准”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,岛国,”岛”对这个词的语义贡献了多少？,5,“国”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,中心主义,“中心”对这个词的语义贡献了多少？,5,“主义”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,墓地,“墓”对这个词的语义贡献了多少？,5,“地”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,沟渠,“沟”对这个词的语义贡献了多少？,5,“渠”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,血泪,“血”对这个词的语义贡献了多少？,4,“泪”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,物质基础,“物质”对这个词的语义贡献了多少？,5,“基础”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,酒家,“酒”对这个词的语义贡献了多少？,5,“家”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,烟头,“ 烟”对这个词的语义贡献了多少？,5,“ 头”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,宗教事务,“宗教”对这个词的语义贡献了多少？,5,“事务”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,词牌,“词”对这个词的语义贡献了多少？,5,“牌”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,人民代表,“人民”对这个词的语义贡献了多少？,5,“代表”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,经济社会,“经济”对这个词的语义贡献了多少？,5,“社会”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,人民警察,“人民”对这个词的语义贡献了多少？,3,“警察”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,诗词,“诗”对这个词的语义贡献了多少？,5,“词”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,石油市场,“石油”对这个词的语义贡献了多少？,5,“市场”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,泪水,“ 泪”对这个词的语义贡献了多少？,5,“水”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,工艺技术,“工艺”对这个词的语义贡献了多少？,5,“技术”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,化肥厂,“化肥”对这个词的语义贡献了多少？,5,“厂”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,本地人,“本地”对这个词的语义贡献了多少？,5,“人”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,船桨,“船”对这个词的语义贡献了多少？,4,“桨”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,氧气,“氧”对这个词的语义贡献了多少？,5,“气”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,尿酸,“尿”对这个词的语义贡献了多少？,5,“酸”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-08 04:27:56,2024-09-08 05:21:35,琴声,“琴”对这个词的语义贡献了多少？,5,“声”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,公路网,“公路”对这个词的语义贡献了多少？,5,“网”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,课程标准,“课程”对这个词的语义贡献了多少？,5,“标准”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,岛国,”岛”对这个词的语义贡献了多少？,5,“国”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,中心主义,“中心”对这个词的语义贡献了多少？,5,“主义”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,墓地,“墓”对这个词的语义贡献了多少？,5,“地”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,沟渠,“沟”对这个词的语义贡献了多少？,5,“渠”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,血泪,“血”对这个词的语义贡献了多少？,5,“泪”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,物质基础,“物质”对这个词的语义贡献了多少？,5,“基础”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,酒家,“酒”对这个词的语义贡献了多少？,5,“家”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,烟头,“ 烟”对这个词的语义贡献了多少？,5,“ 头”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,宗教事务,“宗教”对这个词的语义贡献了多少？,5,“事务”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,词牌,“词”对这个词的语义贡献了多少？,5,“牌”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,人民代表,“人民”对这个词的语义贡献了多少？,5,“代表”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,经济社会,“经济”对这个词的语义贡献了多少？,5,“社会”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,人民警察,“人民”对这个词的语义贡献了多少？,1,“警察”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,诗词,“诗”对这个词的语义贡献了多少？,5,“词”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,石油市场,“石油”对这个词的语义贡献了多少？,5,“市场”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,泪水,“ 泪”对这个词的语义贡献了多少？,5,“水”对这个词的整体语义贡献了多少？,1,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,工艺技术,“工艺”对这个词的语义贡献了多少？,5,“技术”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,化肥厂,“化肥”对这个词的语义贡献了多少？,5,“厂”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,本地人,“本地”对这个词的语义贡献了多少？,5,“人”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,船桨,“船”对这个词的语义贡献了多少？,5,“桨”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,氧气,“氧”对这个词的语义贡献了多少？,5,“气”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,尿酸,“尿”对这个词的语义贡献了多少？,5,“酸”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_9935,2024-09-08 12:57:50,2024-09-08 13:03:28,琴声,“琴”对这个词的语义贡献了多少？,5,“声”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,公路网,“公路”对这个词的语义贡献了多少？,5,“网”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,课程标准,“课程”对这个词的语义贡献了多少？,5,“标准”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,岛国,”岛”对这个词的语义贡献了多少？,5,“国”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,中心主义,“中心”对这个词的语义贡献了多少？,5,“主义”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,墓地,“墓”对这个词的语义贡献了多少？,5,“地”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,沟渠,“沟”对这个词的语义贡献了多少？,5,“渠”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,血泪,“血”对这个词的语义贡献了多少？,5,“泪”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,物质基础,“物质”对这个词的语义贡献了多少？,5,“基础”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,酒家,“酒”对这个词的语义贡献了多少？,5,“家”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,烟头,“ 烟”对这个词的语义贡献了多少？,4,“ 头”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,宗教事务,“宗教”对这个词的语义贡献了多少？,5,“事务”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,词牌,“词”对这个词的语义贡献了多少？,5,“牌”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,人民代表,“人民”对这个词的语义贡献了多少？,5,“代表”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,经济社会,“经济”对这个词的语义贡献了多少？,5,“社会”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,人民警察,“人民”对这个词的语义贡献了多少？,5,“警察”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,诗词,“诗”对这个词的语义贡献了多少？,5,“词”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,石油市场,“石油”对这个词的语义贡献了多少？,5,“市场”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,泪水,“ 泪”对这个词的语义贡献了多少？,5,“水”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,工艺技术,“工艺”对这个词的语义贡献了多少？,5,“技术”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,化肥厂,“化肥”对这个词的语义贡献了多少？,5,“厂”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,本地人,“本地”对这个词的语义贡献了多少？,5,“人”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,船桨,“船”对这个词的语义贡献了多少？,5,“桨”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,氧气,“氧”对这个词的语义贡献了多少？,5,“气”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,尿酸,“尿”对这个词的语义贡献了多少？,5,“酸”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_5012,2024-09-08 13:30:43,2024-09-08 13:36:41,琴声,“琴”对这个词的语义贡献了多少？,5,“声”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,公路网,“公路”对这个词的语义贡献了多少？,5,“网”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,课程标准,“课程”对这个词的语义贡献了多少？,4,“标准”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,岛国,”岛”对这个词的语义贡献了多少？,4,“国”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,中心主义,“中心”对这个词的语义贡献了多少？,4,“主义”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,墓地,“墓”对这个词的语义贡献了多少？,5,“地”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,沟渠,“沟”对这个词的语义贡献了多少？,4,“渠”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,血泪,“血”对这个词的语义贡献了多少？,5,“泪”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,物质基础,“物质”对这个词的语义贡献了多少？,4,“基础”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,酒家,“酒”对这个词的语义贡献了多少？,4,“家”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,烟头,“ 烟”对这个词的语义贡献了多少？,5,“ 头”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,宗教事务,“宗教”对这个词的语义贡献了多少？,4,“事务”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,词牌,“词”对这个词的语义贡献了多少？,5,“牌”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,人民代表,“人民”对这个词的语义贡献了多少？,4,“代表”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,经济社会,“经济”对这个词的语义贡献了多少？,4,“社会”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,人民警察,“人民”对这个词的语义贡献了多少？,3,“警察”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,诗词,“诗”对这个词的语义贡献了多少？,5,“词”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,石油市场,“石油”对这个词的语义贡献了多少？,4,“市场”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,泪水,“ 泪”对这个词的语义贡献了多少？,5,“水”对这个词的整体语义贡献了多少？,1,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,工艺技术,“工艺”对这个词的语义贡献了多少？,4,“技术”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,化肥厂,“化肥”对这个词的语义贡献了多少？,4,“厂”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,本地人,“本地”对这个词的语义贡献了多少？,4,“人”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,船桨,“船”对这个词的语义贡献了多少？,4,“桨”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,氧气,“氧”对这个词的语义贡献了多少？,4,“气”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,尿酸,“尿”对这个词的语义贡献了多少？,4,“酸”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1488,2024-09-08 21:34:34,2024-09-08 21:46:41,琴声,“琴”对这个词的语义贡献了多少？,4,“声”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_1520,2024-09-15 09:10:07,2024-09-15 09:20:36,公路网,“公路”对这个词的语义贡献了多少？,4,“网”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,5
