"participant_id","age","gender","trial_id","trial_order","stimulus","target_word","response"
"P2",31,"Female",584,283,"People are never ready to hear the UGLY TRUTH about themselves.","ugly_truth",-3
"P2",31,"Female",585,284,"A SALTY DOG knows everything about the seas.","salty_dog",1
"P2",31,"Female",586,285,"Holly felt an undeniable MAGNETIC ATTRACTION towards a boy she barely knew.","magnetic_attraction",-3
"P2",31,"Female",587,286,"A friend in Miami set her up on a BLIND DATE with Jason.","blind_date",-3
"P2",31,"Female",588,287,"During winter, the city of Montreal is covered by a WHITE BLANKET.","white_blanket",0
"P2",31,"Female",589,288,"Melissa discovered quite early that she had a good POKER FACE.","poker_face",-3
"P2",31,"Female",590,289,"They now had a chance to earn college degrees and to climb the SOCIAL LADDER in their new country.","social_ladder",3
"P2",31,"Female",591,290,"There was BAD BLOOD between the Eagles and the Cowboys.","bad_blood",3
"P2",31,"Female",592,291,"To avoid having a CAKE FACE, it is advisable to apply fewer layers of foundation.","cake_face",0
"P2",31,"Female",593,292,"The word ""pedigree"" is a DEAD METAPHOR that no one remembers.","dead_metaphor",-3
"P2",31,"Female",594,293,"He was considered a sharp shooter in the army, but his EAGLE EYES have weakened with time.","eagle_eyes",-3
"P2",31,"Female",595,294,"Raphael was a LATE BLOOMER when he finally arrived at the department.","late_bloomer",2
"P2",31,"Female",596,295,"Allegra was wearing a TUBE TOP with sequins to the club.","tube_top",-2
"P2",31,"Female",597,296,"The IMPATIENT MACHINERY kept on running.","impatient_machinery",-3
"P2",31,"Female",598,297,"Psychology research attempts to understand how the mind's mysterious BLACK BOX works.","black_box",0
"P2",31,"Female",599,298,"She was a BRIGHT STUDENT who learned quickly.","bright_student",-3
"P2",31,"Female",600,299,"The publicist had to do an ONLINE SCRUB to delete any evidence from the internet.","online_scrub",3
"P3",23,"Female",601,0,"There was a LOVE TRIANGLE of tension building in the office.","love_triangle",0
"P3",23,"Female",602,1,"They stayed there and fought until the BITTER END.","bitter_end",-3
"P3",23,"Female",603,2,"Andrew is good at ping-pong because he has LIGHTNING REFLEXES.","lightning_reflexes",-2
"P3",23,"Female",604,3,"Alex's best idea got a LUKEWARM RECEPTION.","lukewarm_reception",-3
"P3",23,"Female",605,4,"TUNNEL VISION can also be considered as a symptom of glaucoma.","tunnel_vision",-1
"P3",23,"Female",606,5,"WINE LEGS indicate either high alcohol content and/or high sugar content in wine.","wine_legs",-3
"P3",23,"Female",607,6,"When one of her coworkers brought her baby to work, Breanna got a case of the BABY FEVER.","baby_fever",2
"P3",23,"Female",608,7,"Not wanting to be a SITTING DUCK for the storm, he left the worn down farmhouse.","sitting_duck",0
"P3",23,"Female",609,8,"Mood swings, feeling sad, and being unable to concentrate are all signs of having the BABY BLUES.","baby_blues",1
"P3",23,"Female",610,9,"He was surrounded by the FRAGRANT SHADOW of the church and felt at peace.","fragrant_shadow",-3
"P3",23,"Female",611,10,"WHITE NOISE is currently available in an endless number of apps.","white_noise",-3
"P3",23,"Female",612,11,"Programmers are the FOOT SOLDIERS of the computer revolution.","foot_soldiers",-2
"P3",23,"Female",613,12,"Mary was a FORBIDDEN FRUIT for John because she was married.","forbidden_fruit",2
"P3",23,"Female",614,13,"The associate is just the next one to line himself up for the CHOPPING BLOCK.","chopping_block",0
"P3",23,"Female",615,14,"People describe him as having a DARK PERSONALITY.","dark_personality",-1
"P3",23,"Female",616,15,"They now had a chance to earn college degrees and to climb the SOCIAL LADDER in their new country.","social_ladder",2
"P3",23,"Female",617,16,"The cast on his broken leg was a PLASTER SHACKLE.","plaster_shackle",2
"P3",23,"Female",618,17,"Derek married the last EYE CANDY in town and took her off the market.","eye_candy",0
"P3",23,"Female",619,18,"I lack the GREEN THUMB required to nurture a garden.","green_thumb",-2
"P3",23,"Female",620,19,"His NUCLEAR ANGER made him a frightening person to be around.","nuclear_anger",-2
"P3",23,"Female",621,20,"Ryan has a SWEET TOOTH and keeps a stash of candy in his top drawer.","sweet_tooth",0
"P3",23,"Female",622,21,"The PADDLE BRUSH is known to work wonders on thicker, longer hair.","paddle_brush",0
"P3",23,"Female",623,22,"The only thing administrators give is LIP SERVICE to their employees.","lip_service",-1
"P3",23,"Female",624,23,"I didn't want to risk airing our family's DIRTY LAUNDRY for millions to see.","dirty_laundry",0
"P3",23,"Female",625,24,"The FLASH SALE will include designers like Vera Wang, Alberta Ferretti, and Steuben.","flash_sale",-1
"P3",23,"Female",626,25,"A SPIDER PLANK can give you a full body workout by toning your abs and building flexibility.","spider_plank",-2
"P3",23,"Female",627,26,"Implementing the right products into your skincare routine can help treat STRAWBERRY LEGS.","strawberry_legs",-2
"P3",23,"Female",628,27,"The students are doing a PENGUIN HUDDLE to stay warm.","penguin_huddle",-2
"P3",23,"Female",629,28,"All of a sudden, he became the big SUGAR DADDY for anybody who needed their rent paid.","sugar_daddy",0
"P3",23,"Female",630,29,"The researchers agreed that a CEILING EFFECT was the best explanation available.","ceiling_effect",-2
"P3",23,"Female",631,30,"Most mothers have a lot of fun at a BABY SHOWER and will have at least one in their lifetime.","baby_shower",3
"P3",23,"Female",632,31,"What draws the reader to the novel is the hope of warming his SHIVERING LIFE.","shivering_life",-3
"P3",23,"Female",633,32,"The department imposed a FIRM DEADLINE for the submission of forms.","firm_deadline",-1
"P3",23,"Female",634,33,"Whenever her husband was frustrated, Jane became his PUNCHING BALL.","punching_ball",1
"P3",23,"Female",635,34,"ELEPHANT EARS are a great choice to make any garden look like a tropical forest.","elephant_ears",-3
"P3",23,"Female",636,35,"The committee examined which UMBRELLA TERM best encompasses the problems they face.","umbrella_term",-3
"P3",23,"Female",637,36,"Learning a new language requires BABY STEPS at first.","baby_steps",-3
"P3",23,"Female",638,37,"Last night, Jasmine tried to convince the jury with CROCODILE TEARS.","crocodile_tears",-3
"P3",23,"Female",639,38,"He believes he has hit the MOTHER LODE.","mother_lode",0
"P3",23,"Female",640,39,"They can point out the other team's flaws but have a BLIND EYE to their own.","blind_eye",0
"P3",23,"Female",641,40,"If it were not for that ROAD HOG, he would have gotten to work on time.","road_hog",0
"P3",23,"Female",642,41,"It is very difficult to read papers without falling into a RABBIT HOLE.","rabbit_hole",0
"P3",23,"Female",643,42,"Her bridesmaids had already thrown her a HEN PARTY.","hen_party",-1
"P3",23,"Female",644,43,"A KILLER PRESENTATION always captures people's attention.","killer_presentation",-3
"P3",23,"Female",645,44,"The newcomer thanked everyone for the WARM WELCOME during her visit.","warm_welcome",-3
"P3",23,"Female",646,45,"Abortion is a political HOT POTATO.","hot_potato",0
"P3",23,"Female",647,46,"The NINJA WRITING course will show you the techniques and strategy you need to write effectively.","ninja_writing",-2
"P3",23,"Female",648,47,"Undergrads go to bars only during HAPPY HOUR to save money.","happy_hour",-2
"P3",23,"Female",649,48,"That kid never deals with his problems because he has LAWNMOWER PARENTS.","lawnmower_parents",-3
"P3",23,"Female",650,49,"Undergraduates with a HUNGRY MIND make better graduate students.","hungry_mind",-3
"P3",23,"Female",651,50,"Wrap tops and dresses accentuate the waist and enhance an HOURGLASS FIGURE.","hourglass_figure",-3
"P3",23,"Female",652,51,"To avoid having a CAKE FACE, it is advisable to apply fewer layers of foundation.","cake_face",-2
"P3",23,"Female",653,52,"He was considered a sharp shooter in the army, but his EAGLE EYES have weakened with time.","eagle_eyes",-3
"P3",23,"Female",654,53,"That interview was a BURNING MOMENT in his life.","burning_moment",-2
"P3",23,"Female",655,54,"Although not visible to the NAKED EYE, the professionals understood what makes a successful image composition.","naked_eye",-3
"P3",23,"Female",656,55,"Holly felt an undeniable MAGNETIC ATTRACTION towards a boy she barely knew.","magnetic_attraction",-3
"P3",23,"Female",657,56,"The patient experienced a REBOUND EFFECT after having liposuction done.","rebound_effect",-2
"P3",23,"Female",658,57,"The wife believed his husband was giving her DIRTY MONEY for her to hide it.","dirty_money",-3
"P3",23,"Female",659,58,"Raphael was a LATE BLOOMER when he finally arrived at the department.","late_bloomer",2
"P3",23,"Female",660,59,"When someone votes as a SOCK PUPPET, we never learn their true identity.","sock_puppet",0
"P3",23,"Female",661,60,"Supervisors need to have a FIRM HAND with their volunteers.","firm_hand",-2
"P3",23,"Female",662,61,"Her long hair was a flowing GOLDEN RIVER.","golden_river",-3
"P3",23,"Female",663,62,"He landed himself in HOT WATER after his mom realized he lied to her.","hot_water",0
"P3",23,"Female",664,63,"A TENT DRESS is perfect for women who don't like to wear anything remotely form-fitting.","tent_dress",-2
"P3",23,"Female",665,64,"Allegra was wearing a TUBE TOP with sequins to the club.","tube_top",0
"P3",23,"Female",666,65,"The woman had a BURNING QUESTION she couldn't wait to ask.","burning_question",-3
"P3",23,"Female",667,66,"After the prosecutor threw away a SLAM DUNK conviction, he decided to quit.","slam_dunk",0
"P3",23,"Female",668,67,"In the school, children receive three SQUARE MEALS a day.","square_meal",-3
"P3",23,"Female",669,68,"Putting those two together to work on that case was a DEAD MATCH.","dead_match",-2
"P3",23,"Female",670,69,"A KITTEN HEEL is better for people with smaller calves as it is easier on the feet.","kitten_heel",-3
"P3",23,"Female",671,70,"New York's elite have been running a decades-long PYRAMID SCHEME.","pyramid_scheme",0
"P3",23,"Female",672,71,"The EARLY BIRD always gets the best seat at the movie theatre.","early_bird",3
"P3",23,"Female",673,72,"She wasn't hired at the museum because of her FLAT ART.","flat_art",-2
"P3",23,"Female",674,73,"Everyone brings a POOL NOODLE to the town swimming spots.","pool_noodle",3
"P3",23,"Female",675,74,"The last government collapsed because of the ROTTING EDUCATION system.","rotting_education",-3
"P3",23,"Female",676,75,"College athletics, especially football, have always been a GOLDEN GOOSE for universities.","golden_goose",0
"P3",23,"Female",677,76,"In any company, a GLASS CEILING is broken when a woman can advance to a higher position.","glass_ceiling",-1
"P3",23,"Female",678,77,"The gentle NODDING LEAVES in fall are my favorite.","nodding_leaves",-3
"P3",23,"Female",679,78,"Jones might be an INNOCENT LAMB but investors are nervy.","innocent_lamb",3
"P3",23,"Female",680,79,"Martin was on CLOUD NINE after hearing the news.","cloud_nine",0
"P3",23,"Female",681,80,"A STAR JUMP can be substituted by a squat and a side leg rise.","star_jump",0
"P3",23,"Female",682,81,"A FAN BRUSH is ideal to apply powder products in small regions of the face.","fan_brush",-3
"P3",23,"Female",683,82,"The guy was looking at his girlfriend with FIREFLY EYES.","firefly_eyes",-3
"P3",23,"Female",684,83,"The family saw the beautiful GLASS RIVER on their road trip.","glass_river",-2
"P3",23,"Female",685,84,"The runway model is so skinny that she has CHICKEN LEGS.","chicken_legs",-3
"P3",23,"Female",686,85,"The outline was organized in BULLET POINTS.","bullet_point",-2
"P3",23,"Female",687,86,"People are never ready to hear the UGLY TRUTH about themselves.","ugly_truth",-3
"P3",23,"Female",688,87,"Karen only drinks every BLUE MOON, so this must be a special occasion.","blue_moon",0
"P3",23,"Female",689,88,"These procedures were used to reduce the chance of observing a FLOOR EFFECT in the economy.","floor_effect",-2
"P3",23,"Female",690,89,"Most candidates have a CLEAR INTENTION of what they want to accomplish.","clear_intention",-3
"P3",23,"Female",691,90,"He had some WIGGLE ROOM in his schedule.","wiggle_room",-1
"P3",23,"Female",692,91,"During the pandemic, Montreal became a GHOST TOWN.","ghost_town",-1
"P3",23,"Female",693,92,"The patient went back home and had a SEAMLESS RECOVERY.","seamless_recovery",-3
"P3",23,"Female",694,93,"They suggest Andrea might be a BLACK WIDOW, not a grieving one.","black_widow",0
"P3",23,"Female",695,94,"The motivational speaker gave his audience another GOLD NUGGET in his recently uploaded video.","gold_nugget",0
"P3",23,"Female",696,95,"CURTAIN BANGS used to be a super-popular '70s hairstyle.","curtain_bangs",-3
"P3",23,"Female",697,96,"The TENDER SKY made for a romantic evening.","tender_sky",-2
"P3",23,"Female",698,97,"Vanessa goes to the gym to get rid of unwanted LOVE HANDLES and a bit of a belly.","love_handles",0
"P3",23,"Female",699,98,"Researchers found that steady PINK NOISE increases stable sleep.","pink_noise",-3
"P3",23,"Female",700,99,"Chronic fatigue syndrome causes tiredness, poor sleep , BRAIN FOG, and/or muscle pain.","brain_fog",3
"P3",23,"Female",701,100,"That politician is a LAME DUCK but he's still so powerful.","lame_duck",0
"P3",23,"Female",702,101,"Anna had overcome many difficulties in her BUMPY LIFE.","bumpy_life",-3
"P3",23,"Female",703,102,"Cindy has noticed a little MUFFIN TOP when she puts on her best pair of jeans.","muffin_top",0
"P3",23,"Female",704,103,"I thought she was a GOLD DIGGER and had other motives to marry him.","gold_digger",0
"P3",23,"Female",705,104,"He has a SHORT FUSE and when pushed, may become violent.","short_fuse",0
"P3",23,"Female",706,105,"The previous negotiations did not work, so they will start with a CLEAN SLATE.","clean_slate",0
"P3",23,"Female",707,106,"He completed his work with GENTLE ART, always giving it the attention it needs .","gentle_art",-2
"P3",23,"Female",708,107,"The boy has a GOLDEN HEART, he's always helping his family.","golden_heart",-1
"P3",23,"Female",709,108,"She was a simple woman caught in the CROSS FIRE of other people's drama.","cross_fire",1
"P3",23,"Female",710,109,"A way of preventing the dreaded PANDA EYE is to go for waterproof mascara.","panda_eye",-3
"P3",23,"Female",711,110,"I bet Paula and Frank are up to some MONKEY BUSINESS upstairs.","monkey_business",0
"P3",23,"Female",712,111,"Bonnie gets COLD FEET when contemplating her future with Adam.","cold_feet",-1
"P3",23,"Female",713,112,"After the fight, she learned the BITTER TRUTH.","bitter_truth",-3
"P3",23,"Female",714,113,"Nick got bit by the LOVE BUG on Valentine's Day.","love_bug",2
"P3",23,"Female",715,114,"She was his ARM CANDY at so many cocktail parties.","arm_candy",2
"P3",23,"Female",716,115,"Emily later realized it was the BEER GOGGLES that made the man seem attractive at the bar.","beer_goggles",0
"P3",23,"Female",717,116,"A HAIR DONUT can give the appearance of a great hair bun for people with thin hair.","hair_donut",2
"P3",23,"Female",718,117,"The website shows you what your budget looks like in a PIE CHART divided into the various expense categories.","pie_chart",-2
"P3",23,"Female",719,118,"The IMPATIENT MACHINERY kept on running.","impatient_machinery",0
"P3",23,"Female",720,119,"Loss of appetite is a RED FLAG for malnutrition.","red_flag",0
"P3",23,"Female",721,120,"When someone has a WEAK ARGUMENT, they resort to personal attacks.","weak_argument",-3
"P3",23,"Female",722,121,"He sometimes eats a SPRING ROLL at the Chinese takeaway.","spring_roll",-3
"P3",23,"Female",723,122,"The music Andrew listened to yesterday was a MAD SLAP.","mad_slap",-2
"P3",23,"Female",724,123,"The new year sees a HAPPY DAWN and a fresh start.","happy_dawn",-3
"P3",23,"Female",725,124,"The orphan was tracing her FAMILY TREE to see where she came from.","family_tree",3
"P3",23,"Female",726,125,"A SALTY DOG knows everything about the seas.","salty_dog",0
"P3",23,"Female",727,126,"Hathaway blossomed from an UGLY DUCKLING into a princess in her breakthrough role.","ugly_duckling",3
"P3",23,"Female",728,127,"After she applied the foundation she was left with VELVET SKIN.","velvet_skin",-3
"P3",23,"Female",729,128,"Children love to eat FISH FINGERS for lunch.","fish_fingers",-3
"P3",23,"Female",730,129,"After drinking too much, the boy passed into a BLANK SLEEP.","blank_sleep",-3
"P3",23,"Female",731,130,"Everyone is careful in the office because BIG BROTHER is always watching.","big_brother",0
"P3",23,"Female",732,131,"Her boyfriend's heart is a COLD IRON.","cold_iron",-2
"P3",23,"Female",733,132,"Those stolen items are easy to sell on the BLACK MARKET.","black_market",-3
"P3",23,"Female",734,133,"He used CROOKED MATH to became a billionaire.","crooked_math",-3
"P3",23,"Female",735,134,"Everyone is doing the MONKEY DANCE at night clubs these days.","monkey_dance",0
"P3",23,"Female",736,135,"As a HOME BIRD, Paul simply does not leave his house.","home_bird",2
"P3",23,"Female",737,136,"Once the kids moved out, John was enjoying the EMPTY NEST with his wife","empty_nest",3
"P3",23,"Female",738,137,"The DRY BUZZ of the computers annoyed the secretary.","dry_buzz",0
"P3",23,"Female",739,138,"A FLOATING SHELF is ideal for items that you need easy access to.","floating_shelf",-2
"P3",23,"Female",740,139,"The prosecutor made a deal with the lawyer to catch the BIG FISH.","big_fish",0
"P3",23,"Female",741,140,"The store owner pays his employees CHICKEN FEED.","chicken_feed",0
"P3",23,"Female",742,141,"Most people did not understand her work as a SUGAR BABY.","sugar_baby",-2
"P3",23,"Female",743,142,"The managing partner becomes a WILD DOG when it comes to his firm.","wild_dog",2
"P3",23,"Female",744,143,"Martha is pushed by her TIGER PARENTS to get the best grades possible.","tiger_parents",-3
"P3",23,"Female",745,144,"The mayor's ideas caused a CHAIN REACTION with grave political consequences.","chain_reaction",0
"P3",23,"Female",746,145,"A lack of innovation is a STUMBLING BLOCK for small organizations.","stumbling_block",0
"P3",23,"Female",747,146,"There is always a little bit of CROWD SURFING during pop concerts.","crowd_surfing",2
"P3",23,"Female",748,147,"You have to be a very early riser or a lively NIGHT OWL to enjoy that festival.","night_owl",3
"P3",23,"Female",749,148,"He has an OPEN MIND about what people have to say.","open_mind",-3
"P3",23,"Female",750,149,"The toddler with the MILK MOUSTACHE was eating by himself.","milk_moustache",3
"P3",23,"Female",751,150,"As a child, her doctors told her she had a LAZY EYE.","lazy_eye",-2
"P3",23,"Female",752,151,"The mother had a SILENT WOUND because of her son's death.","silent_wound",-2
"P3",23,"Female",753,152,"That guy is a BAD SEED because he makes life very difficult for all of us.","bad_seed",3
"P3",23,"Female",754,153,"During winter, the city of Montreal is covered by a WHITE BLANKET.","white_blanket",0
"P3",23,"Female",755,154,"Influencers can get into every HOT SPOT in town.","hot_spot",-2
"P3",23,"Female",756,155,"Everyone was looking at the SPORTS CLOWN who was wearing his Chargers jersey at church.","sports_clown",0
"P3",23,"Female",757,156,"Steve is constantly dropping things because of his BUTTER FINGERS.","butter_fingers",-2
"P3",23,"Female",758,157,"Daniel has a SOFT SPOT for street dogs.","soft_spot",-1
"P3",23,"Female",759,158,"Ever since Itamar received the devastating news, his life has been an EMOTIONAL ROLLERCOASTER.","emotional_rollercoaster",1
"P3",23,"Female",760,159,"HELICOPTER PARENTS never stop obsessing over their kids.","helicopter_parent",-3
"P3",23,"Female",761,160,"He had a DEAD FACE look after being asked the same question for the 5th time.","dead_face",-3
"P3",23,"Female",762,161,"She had a SHARP MIND and was knowledgeable on a broad range of topics.","sharp_mind",-3
"P3",23,"Female",763,162,"Research reports normally require a RUNNING HEAD.","running_head",0
"P3",23,"Female",764,163,"The American taxpayer has become a reliable GOLDEN EGG for greedy politicians.","golden_egg",0
"P3",23,"Female",765,164,"He was a BOTTOMLESS PIT of ideas which made him a great writer.","bottomless_pit",0
"P3",23,"Female",766,165,"Ms. Allens used a BULLETPROOF ARGUMENT to make her case.","bulletproof_argument",-2
"P3",23,"Female",767,166,"It is important to keep a COOL HEAD and not show anger when dealing with people in debate class.","cool_head",-3
"P3",23,"Female",768,167,"She later landed a PLUM JOB at the prestigious Library of Congress.","plum_job",0
"P3",23,"Female",769,168,"The students are scared of their DRAGON TEACHER.","dragon_teacher",-3
"P3",23,"Female",770,169,"My supervisor is going to be a BUSY BEE for a couple of months.","busy_bee",3
"P3",23,"Female",771,170,"After being involved in the settlement talks, he was in the HOT SEAT with management.","hot_seat",-2
"P3",23,"Female",772,171,"She is dating a DELICATE FLOWER who likes to talk about his feelings.","delicate_flower",0
"P3",23,"Female",773,172,"Due to his FOGGY MEMORY, he doesn't remember seeing the doctor again.","foggy_memory",-3
"P3",23,"Female",774,173,"The couple bought a DEATH BURGER from their usual takeaway place.","death_burger",0
"P3",23,"Female",775,174,"Increasing traffic in the area has made travel difficult during PEAK HOURS.","peak_hours",-2
"P3",23,"Female",776,175,"This is a must have album, the one that set the new GOLD STANDARD for Helloween albums.","gold_standard",-3
"P3",23,"Female",777,176,"Alexander got the details of the book down to its BARE BONES.","bare_bones",0
"P3",23,"Female",778,177,"My favorite joke might be a bit of an OLD HAT by now.","old_hat",0
"P3",23,"Female",779,178,"After her terrible dismissal, Alexa had a SOFT LANDING at her new job.","soft_landing",-3
"P3",23,"Female",780,179,"The couple had a ROCKY END to their relationship.","rocky_end",-3
"P3",23,"Female",781,180,"The couple had to pay $20 for a VIRGIN DRINK at the bar.","virgin_drink",-3
"P3",23,"Female",782,181,"Mary's trainer suggested lifting weights to get rid of her BAT WINGS.","bat_wings",0
"P3",23,"Female",783,182,"Jennifer, the WALKING ENCYCLOPEDIA of the group, is always contributing to the conversation.","walking_encyclopedia",2
"P3",23,"Female",784,183,"Jessie had the BRILLIANT IDEA to try sledding down the mountain in summer.","brilliant_idea",-3
"P3",23,"Female",785,184,"The SHARK LAWYER will always defends her actions as an overzealous advocate.","shark_lawyer",-2
"P3",23,"Female",786,185,"Taking a trip down MEMORY LANE helps when you're having a bad day.","memory_lane",3
"P3",23,"Female",787,186,"Daniel is Microsoft's OFFICE MONKEY, constantly doing other people's errands.","office_monkey",3
"P3",23,"Female",788,187,"He was a BIG CHEESE in the business world.","big_cheese",3
"P3",23,"Female",789,188,"Amanda's SUNNY DISPOSITION was appreciated by everyone.","sunny_disposition",-3
"P3",23,"Female",790,189,"He has always been such a STRAIGHT ARROW in his career.","straight_arrow",0
"P3",23,"Female",791,190,"The artists used the fourth-floor space as a photography TEST BED.","test_bed",0
"P3",23,"Female",792,191,"Surfing in the Pacific Ocean is a dangerous sport because the RAGING BULL can easily knock surfers over.","raging_bull",3
"P3",23,"Female",793,192,"McDonald's is the most famous RESTAURANT CHAIN in the world.","restaurant_chain",3
"P3",23,"Female",794,193,"It's a DIRTY JOB, but somebody has to do it.","dirty_job",-3
"P3",23,"Female",795,194,"SOCIAL BUTTERFLIES always make the most friends at parties.","social_butterfly",3
"P3",23,"Female",796,195,"The lawyer was told to stop fighting for SMALL POTATOES.","small_potatoes",2
"P3",23,"Female",797,196,"The cold weather makes it easier for people to become a COUCH POTATO.","couch_potato",3
"P3",23,"Female",798,197,"Melissa discovered quite early that she had a good POKER FACE.","poker_face",-2
"P3",23,"Female",799,198,"A MERMAID DRESS is the best option for those who want to show off their curves.","mermaid_dress",-3
"P3",23,"Female",800,199,"The publicist had to do an ONLINE SCRUB to delete any evidence from the internet.","online_scrub",2
"P3",23,"Female",801,200,"Finding an HIV vaccine is the HOLY GRAIL of medical research.","holy_grail",0
"P3",23,"Female",802,201,"She was left with a BROKEN HEART after the split with her partner.","broken_heart",-2
"P3",23,"Female",803,202,"George is Pat's MEAT PUPPET, he does whatever she says.","meat_puppet",0
"P3",23,"Female",804,203,"He transmitted FRESH COURAGE and hope to the oppressed.","fresh_courage",-2
"P3",23,"Female",805,204,"He disliked the SHARP SCENT of cleaner on her clothes.","sharp_scent",-3
"P3",23,"Female",806,205,"Diana was wearing her SMART PANTS today, nit-picking what everyone else is saying.","smart_pants",3
"P3",23,"Female",807,206,"Everyone in the room wondered who invited the PARTY POOPER.","party_pooper",3
"P3",23,"Female",808,207,"Scott Berg knew that Wilson was no COLD FISH.","cold_fish",0
"P3",23,"Female",809,208,"The company went from a SKELETON CREW of 25 employees to 150.","skeleton_crew",-3
"P3",23,"Female",810,209,"The teacher started with a quick ICE BREAKER on the first day of school.","ice_breaker",0
"P3",23,"Female",811,210,"The new member of parliament is a RISING STAR in politics.","rising_star",0
"P3",23,"Female",812,211,"A lot of people had a CLOSED MIND about the case until the evidence was revealed.","closed_mind",-3
"P3",23,"Female",813,212,"A TOXIC PERSON deserves to be unfriended.","toxic_person",-3
"P3",23,"Female",814,213,"Abby's BUBBLY PERSONALITY blended well at the party.","bubbly_personality",-3
"P3",23,"Female",815,214,"After researchers learned the new software, everything was SMOOTH SAILING.","smooth_sailing",0
"P3",23,"Female",816,215,"Everyone saw the DEEP LOVE between them.","deep_love",-3
"P3",23,"Female",817,216,"Chris considers himself a LONE WOLF because he is very independent.","lone_wolf",3
"P3",23,"Female",818,217,"The disappointment had been a BITTER PILL for her parents.","bitter_pill",-3
"P3",23,"Female",819,218,"There was BAD BLOOD between the Eagles and the Cowboys.","bad_blood",0
"P3",23,"Female",820,219,"Since he always has FLAKY IDEAS, it's best not to listen to him.","flaky_idea",-3
"P3",23,"Female",821,220,"The advisor doesn't enjoy SMALL TALK, she goes straight to the point.","small_talk",-2
"P3",23,"Female",822,221,"Watkins' patients were put to the ACID TEST.","acid_test",0
"P3",23,"Female",823,222,"Tom is in some DEEP WATER with the boss after all the mistakes he made this week.","deep_water",0
"P3",23,"Female",824,223,"It was the only good moment in his otherwise DARK LIFE.","dark_life",-3
"P3",23,"Female",825,224,"Mark introduced his TROPHY WIFE to the members as his guest.","trophy_wife",-3
"P3",23,"Female",826,225,"Future club members don't need to have BLUE BLOOD to be accepted.","blue_blood",0
"P3",23,"Female",827,226,"He let out a DRY LAUGH without a shred of cheerfulness.","dry_laugh",-3
"P3",23,"Female",828,227,"Among natural disasters, 1992's Hurricane Andrew was a BLACK SWAN.","black_swan",3
"P3",23,"Female",829,228,"That band has such a MOLTEN SOUND.","molten_sound",-3
"P3",23,"Female",830,229,"He brought home the JUICY GOSSIP about Drucilla Hawkins.","juicy_gossip",-3
"P3",23,"Female",831,230,"Their guitar player is one COOL CAT.","cool_cat",3
"P3",23,"Female",832,231,"There must be a SWEET SPOT that maximizes the efficacy of the drugs and minimizes the side effects.","sweet_spot",-2
"P3",23,"Female",833,232,"Having odd hobbies means you'll be picked on as a RARE BIRD by school bullies.","rare_bird",3
"P3",23,"Female",834,233,"Her life turned into a HOT MESS after the child's birth.","hot_mess",-3
"P3",23,"Female",835,234,"People believe that the adaptive textbook is the MAGIC BULLET of educational technology.","magic_bullet",0
"P3",23,"Female",836,235,"The BALLPARK FIGURE for fatalities is at least 20.","ballpark_figure",-1
"P3",23,"Female",837,236,"Meryl Streep is without a doubt a MOVIE STAR.","movie_star",3
"P3",23,"Female",838,237,"The travel blogger needed to find a new HIDDEN GEM to write about.","hidden_gem",3
"P3",23,"Female",839,238,"I've got a LONG FUSE, but after weeks of tolerating issues, I get annoyed very quickly.","long_fuse",0
"P3",23,"Female",840,239,"Charles reconnected with an OLD FLAME named Camilla.","old_flame",0
"P3",23,"Female",841,240,"A friend in Miami set her up on a BLIND DATE with Jason.","blind_date",-3
"P3",23,"Female",842,241,"The client was used as a STALKING HORSE to get an even bigger client.","stalking_horse",0
"P3",23,"Female",843,242,"Her SOCIAL BUBBLE consisted mostly of childless couples with little responsibilities.","social_bubble",3
"P3",23,"Female",844,243,"The poor performance of one BAD APPLE can have serious consequences.","bad_apple",3
"P3",23,"Female",845,244,"He always had a SIXTH SENSE for when police were around, so he never got caught.","sixth_sense",0
"P3",23,"Female",846,245,"Her GREY FACE suggested that something bad had happened.","grey_face",-3
"P3",23,"Female",847,246,"Joseph is such a WET BLANKET who takes the fun out of every party.","wet_blanket",0
"P3",23,"Female",848,247,"The patient suffered major blood loss, fortunately they got him to the hospital within the GOLDEN HOUR.","golden_hour",-3
"P3",23,"Female",849,248,"Greensations makes a variety of anti-aging products that target EYE BAGS and dark circles.","eye_bags",3
"P3",23,"Female",850,249,"Now a WILD WEST, the class had no teacher and could do whatever they wanted.","wild_west",0
"P3",23,"Female",851,250,"The politician was accused of MONEY LAUNDERING.","money_laundering",2
"P3",23,"Female",852,251,"John is treading on THIN ICE after all the money he borrowed.","thin_ice",0
"P3",23,"Female",853,252,"There was DEAD SILENCE in the waiting room.","dead_silence",-3
"P3",23,"Female",854,253,"SOFT SKILLS are great to know to advance in your career.","soft_skills",-3
"P3",23,"Female",855,254,"Big law firms are managed with an IRON FIST.","iron_fist",-3
"P3",23,"Female",856,255,"The girl next door is a TOUGH COOKIE.","tough_cookie",3
"P3",23,"Female",857,256,"Bill was visiting all the good places with his ROAD DOG.","road_dog",3
"P3",23,"Female",858,257,"The kids will develop CABIN FEVER after too many days in isolation.","cabin_fever",0
"P3",23,"Female",859,258,"It is important to see the SILVER LINING in every tragedy.","silver_lining",-1
"P3",23,"Female",860,259,"Quickly after his recovery, Jim was given the GREEN LIGHT to walk a mile or two.","green_light",0
